time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
56.5524,-0.4611,0.9596,1.7419,1.19,-0.904,0.076,2.9957,0.0482,48
56.6524,-0.4984,1.0172,1.6516,1.19,-0.904,0.076,3.004,0.0522,47
56.7524,-0.5493,1.0665,1.6738,1.19,-0.904,0.076,3.0759,0.0552,47
56.8524,-0.5958,1.118,1.6677,1.19,-0.904,0.076,3.1322,0.0517,48
56.9524,-0.6245,1.1454,1.6703,1.19,-0.904,0.076,3.1677,0.0518,48
57.0524,-0.6674,1.1782,1.6697,1.19,-0.904,0.076,3.2133,0.0466,47
57.1524,-0.7075,1.2269,1.6622,1.19,-0.904,0.076,3.2645,0.0514,49
57.2524,-0.7371,1.2474,1.6706,1.19,-0.904,0.076,3.2993,0.0529,48
57.3524,-0.8067,1.2782,1.6431,1.19,-0.904,0.076,3.3473,0.0594,48
57.4524,-0.8393,1.3117,1.6349,1.19,-0.904,0.076,3.3849,0.0545,48
57.5524,-0.8728,1.3704,1.5681,1.19,-0.904,0.076,3.4139,0.0425,48
57.6524,-0.8996,1.3728,1.5718,1.19,-0.904,0.076,3.4333,0.0465,48
57.7524,-0.9408,1.3947,1.5508,1.19,-0.904,0.076,3.464,0.0541,48
57.8524,-1.0,1.422,1.5395,1.19,-0.904,0.076,3.514,0.0519,48
57.9524,-0.991,1.4565,1.5355,1.19,-0.904,0.076,3.5297,0.0418,48
58.0524,-1.0415,1.4655,1.5222,1.19,-0.904,0.076,3.5616,0.0601,48
58.1524,-1.0936,1.4634,1.5182,1.19,-0.904,0.076,3.5916,0.0492,47
58.2524,-1.1121,1.4914,1.4869,1.19,-0.904,0.076,3.6094,0.0497,48
58.3524,-1.1458,1.5136,1.4801,1.19,-0.904,0.076,3.6432,0.049,48
58.4524,-1.1763,1.515,1.4679,1.19,-0.904,0.076,3.659,0.0483,48
58.5524,-1.218,1.4915,1.3997,1.19,-0.904,0.076,3.6454,0.0553,47
58.6524,-1.2398,1.5159,1.3815,1.19,-0.904,0.076,3.6693,0.0564,45
58.7524,-1.27,1.5049,1.3592,1.19,-0.904,0.076,3.6744,0.0481,48
58.8524,-1.3024,1.5071,1.2875,1.19,-0.904,0.076,3.6732,0.0605,48
58.9524,-1.3334,1.5117,1.3253,1.19,-0.904,0.076,3.71,0.0659,46
59.0524,-1.3508,1.4966,1.2922,1.19,-0.904,0.076,3.7011,0.0549,47
59.1524,-1.3682,1.4959,1.2918,1.19,-0.904,0.076,3.7124,0.0598,46
59.2524,-1.3867,1.4703,1.2505,1.19,-0.904,0.076,3.6954,0.0507,47
59.3524,-1.4138,1.4763,1.2243,1.19,-0.904,0.076,3.71,0.0536,48
59.4524,-1.4349,1.4457,1.2104,1.19,-0.904,0.076,3.7011,0.0519,48
59.5524,-1.4571,1.4396,1.1862,1.19,-0.904,0.076,3.7057,0.0458,48
59.6524,-1.4535,1.4023,1.1715,1.19,-0.904,0.076,3.6752,0.0507,48
59.7524,-1.4886,1.3903,1.1223,1.19,-0.904,0.076,3.6788,0.0465,48
59.8524,-1.5089,1.3601,1.1259,1.19,-0.904,0.076,3.6759,0.0469,48
59.9524,-1.5084,1.3271,1.1036,1.19,-0.904,0.076,3.649,0.0523,48
60.0524,-1.5134,1.3028,1.0697,1.19,-0.904,0.076,3.6285,0.0552,48
60.1524,-1.5373,1.289,1.0572,1.19,-0.904,0.076,3.6346,0.0606,48
60.2524,-1.5226,1.2524,1.0175,1.19,-0.904,0.076,3.5909,0.0575,48
60.3524,-1.5484,1.1982,1.0012,1.19,-0.904,0.076,3.5741,0.0523,49
60.4524,-1.5494,1.1638,1.001,1.19,-0.904,0.076,3.5547,0.0531,47
60.5524,-1.5519,1.1244,0.962,1.19,-0.904,0.076,3.5239,0.0504,46
60.6524,-1.5631,1.0934,0.9369,1.19,-0.904,0.076,3.5086,0.0511,48
60.7524,-1.5479,1.037,0.9439,1.19,-0.904,0.076,3.4665,0.0553,48
60.8524,-1.5386,0.9731,0.897,1.19,-0.904,0.076,3.4122,0.0445,48
60.9524,-1.5377,0.9264,0.8822,1.19,-0.904,0.076,3.3824,0.0505,48
61.0524,-1.5486,0.8829,0.8714,1.19,-0.904,0.076,3.3654,0.058,48
61.1524,-1.5178,0.8223,0.9011,1.19,-0.904,0.076,3.3156,0.0535,49
61.2524,-1.5035,0.7755,0.8773,1.19,-0.904,0.076,3.2738,0.0564,47
61.3524,-1.5042,0.7393,0.8807,1.19,-0.904,0.076,3.2568,0.0482,48
61.4524,-1.5034,0.6731,0.8441,1.19,-0.904,0.076,3.2142,0.0531,47
61.5524,-1.5125,0.6085,0.8614,1.19,-0.904,0.076,3.195,0.0617,48
61.6524,-1.4684,0.5488,0.8371,1.19,-0.904,0.076,3.1236,0.0544,48
61.7524,-1.4568,0.4966,0.8791,1.19,-0.904,0.076,3.1004,0.0529,48
61.8524,-1.4294,0.4503,0.8617,1.19,-0.904,0.076,3.0517,0.0506,47
61.9524,-1.421,0.3789,0.8518,1.19,-0.904,0.076,3.0108,0.0485,48
62.0524,-1.4391,0.3256,0.8055,1.19,-0.904,0.076,2.9927,0.0592,49
62.1524,-1.4067,0.2769,0.8235,1.19,-0.904,0.076,2.9489,0.0522,48
62.2524,-1.3777,0.2163,0.8794,1.19,-0.904,0.076,2.9144,0.0519,47
62.3524,-1.3711,0.1497,0.8372,1.19,-0.904,0.076,2.8721,0.0575,48
62.4524,-1.336,0.1045,0.8638,1.19,-0.904,0.076,2.8317,0.039,46
62.5524,-1.3207,0.0391,0.8081,1.19,-0.904,0.076,2.7801,0.0416,48
62.6524,-1.2971,-0.022,0.85,1.19,-0.904,0.076,2.7501,0.0544,48
62.7524,-1.2814,-0.0782,0.8564,1.19,-0.904,0.076,2.7201,0.0464,48
62.8524,-1.2531,-0.1449,0.8753,1.19,-0.904,0.076,2.6803,0.0567,49
62.9524,-1.2105,-0.1933,0.8916,1.19,-0.904,0.076,2.633,0.0496,48
63.0524,-1.2063,-0.2829,0.9182,1.19,-0.904,0.076,2.6149,0.051,46
63.1524,-1.1645,-0.3238,0.9104,1.19,-0.904,0.076,2.5645,0.0472,48
63.2524,-1.1361,-0.3849,0.926,1.19,-0.904,0.076,2.5304,0.0553,48
63.3524,-1.1168,-0.4474,0.8837,1.19,-0.904,0.076,2.4864,0.0515,48
63.4524,-1.0951,-0.5041,0.9242,1.19,-0.904,0.076,2.47,0.0603,47
63.5524,-1.0518,-0.5551,0.9342,1.19,-0.904,0.076,2.4257,0.0547,47
63.6524,-1.0106,-0.6297,0.949,1.19,-0.904,0.076,2.3832,0.0591,49
63.7524,-0.979,-0.6788,0.9453,1.19,-0.904,0.076,2.3476,0.0521,48
63.8524,-0.9454,-0.7339,0.9889,1.19,-0.904,0.076,2.3285,0.0491,48
63.9524,-0.918,-0.7875,0.9954,1.19,-0.904,0.076,2.3027,0.0615,47
64.0524,-0.8686,-0.8333,1.0437,1.19,-0.904,0.076,2.2758,0.038,48
64.1524,-0.8377,-0.9021,1.0441,1.19,-0.904,0.076,2.247,0.0511,47
64.2524,-0.7868,-0.9466,1.0773,1.19,-0.904,0.076,2.2164,0.0454,48
64.3524,-0.7449,-1.0196,1.0235,1.19,-0.904,0.076,2.1576,0.0697,46
64.4524,-0.7039,-1.039,1.0558,1.19,-0.904,0.076,2.1366,0.0502,48
64.5524,-0.6675,-1.0959,1.0807,1.19,-0.904,0.076,2.1205,0.063,47
64.6524,-0.6276,-1.1512,1.1526,1.19,-0.904,0.076,2.1269,0.0445,46
64.7524,-0.576,-1.1777,1.1713,1.19,-0.904,0.076,2.096,0.0527,47
64.8524,-0.544,-1.22,1.166,1.19,-0.904,0.076,2.0724,0.0545,48
64.9524,-0.5093,-1.2567,1.1892,1.19,-0.904,0.076,2.0618,0.0559,48
65.0524,-0.4521,-1.2965,1.179,1.19,-0.904,0.076,2.0167,0.0547,47
65.1524,-0.4222,-1.3362,1.2599,1.19,-0.904,0.076,2.0464,0.0502,46
65.2524,-0.3634,-1.3482,1.2342,1.19,-0.904,0.076,1.9879,0.0509,49
65.3524,-0.3191,-1.3675,1.2534,1.19,-0.904,0.076,1.9694,0.0344,48
65.4524,-0.2695,-1.4065,1.263,1.19,-0.904,0.076,1.9472,0.0556,48
65.5524,-0.2076,-1.4298,1.3093,1.19,-0.904,0.076,1.9367,0.0488,48
65.6524,-0.1772,-1.4347,1.3176,1.19,-0.904,0.076,1.9216,0.0463,48
65.7524,-0.1273,-1.4719,1.3551,1.19,-0.904,0.076,1.922,0.0536,48
65.8524,-0.0937,-1.4937,1.3798,1.19,-0.904,0.076,1.9224,0.0523,46
65.9524,-0.0474,-1.4795,1.4046,1.19,-0.904,0.076,1.9046,0.0549,48
66.0524,0.0032,-1.5293,1.4259,1.19,-0.904,0.076,1.9031,0.0514,49
66.1524,0.0625,-1.5087,1.4112,1.19,-0.904,0.076,1.8492,0.0423,47
66.2524,0.0972,-1.5232,1.4127,1.19,-0.904,0.076,1.8342,0.052,48
66.3524,0.1341,-1.5167,1.4806,1.19,-0.904,0.076,1.861,0.0554,48
66.4524,0.1587,-1.5105,1.4753,1.19,-0.904,0.076,1.8411,0.0533,47
66.5524,0.2245,-1.5113,1.4701,1.19,-0.904,0.076,1.8013,0.0517,48
66.6524,0.2642,-1.5007,1.5507,1.19,-0.904,0.076,1.8406,0.0531,48
66.7524,0.315,-1.4962,1.5694,1.19,-0.904,0.076,1.8294,0.0493,48
66.8524,0.3566,-1.4893,1.5682,1.19,-0.904,0.076,1.8066,0.0518,48
66.9524,0.3848,-1.4987,1.6003,1.19,-0.904,0.076,1.8236,0.0559,48
67.0524,0.4308,-1.4634,1.5966,1.19,-0.904,0.076,1.7893,0.058,47
67.1524,0.4948,-1.4465,1.6469,1.19,-0.904,0.076,1.8015,0.0507,48
67.2524,0.5324,-1.4318,1.6492,1.19,-0.904,0.076,1.7849,0.0503,48
67.3524,0.5786,-1.4217,1.6317,1.19,-0.904,0.076,1.7499,0.0498,48
67.4524,0.6172,-1.384,1.6867,1.19,-0.904,0.076,1.7757,0.046,48
67.5524,0.6486,-1.3838,1.7194,1.19,-0.904,0.076,1.7956,0.0541,48
67.6524,0.6986,-1.3388,1.6859,1.19,-0.904,0.076,1.7385,0.0638,48
67.7524,0.7305,-1.2881,1.7178,1.19,-0.904,0.076,1.7476,0.0518,48
67.8524,0.7829,-1.2515,1.7067,1.19,-0.904,0.076,1.7163,0.0536,47
67.9524,0.8141,-1.2306,1.7492,1.19,-0.904,0.076,1.7457,0.0506,48
68.0524,0.8649,-1.1874,1.7425,1.19,-0.904,0.076,1.7214,0.057,48
68.1524,0.8934,-1.141,1.7668,1.19,-0.904,0.076,1.7329,0.0529,48
68.2524,0.9322,-1.1288,1.7768,1.19,-0.904,0.076,1.7349,0.0558,48
68.3524,0.9845,-1.0823,1.7396,1.19,-0.904,0.076,1.6857,0.0548,48
68.4524,1.0123,-1.0302,1.7767,1.19,-0.904,0.076,1.7146,0.0538,49
68.5524,1.0404,-0.9848,1.7661,1.19,-0.904,0.076,1.6987,0.0588,48
68.6524,1.0716,-0.9346,1.7663,1.19,-0.904,0.076,1.6948,0.0523,48
68.7524,1.1038,-0.8653,1.7594,1.19,-0.904,0.076,1.6861,0.0609,48
68.8524,1.109,-0.8441,1.7672,1.19,-0.904,0.076,1.6942,0.0625,47
68.9524,1.152,-0.7821,1.7521,1.19,-0.904,0.076,1.681,0.0573,47
69.0524,1.195,-0.7373,1.7426,1.19,-0.904,0.076,1.6749,0.0615,48
69.1524,1.2163,-0.6578,1.7477,1.19,-0.904,0.076,1.6899,0.059,48
69.2524,1.2356,-0.6144,1.7991,1.19,-0.904,0.076,1.7479,0.0623,49
69.3524,1.2589,-0.5617,1.7646,1.19,-0.904,0.076,1.7243,0.0506,48
69.4524,1.2774,-0.4852,1.7466,1.19,-0.904,0.076,1.7245,0.0725,48
69.5524,1.3018,-0.4123,1.7501,1.19,-0.904,0.076,1.7484,0.0539,48
69.6524,1.3212,-0.3683,1.7261,1.19,-0.904,0.076,1.7398,0.0644,48
69.7524,1.3448,-0.2974,1.6759,1.19,-0.904,0.076,1.718,0.0677,48
69.8524,1.3502,-0.2241,1.6755,1.19,-0.904,0.076,1.7454,0.067,48
69.9524,1.3872,-0.1943,1.6967,1.19,-0.904,0.076,1.7802,0.068,48
70.0524,1.4017,-0.1415,1.661,1.19,-0.904,0.076,1.7715,0.0622,49
70.1524,1.4098,-0.0611,1.6755,1.19,-0.904,0.076,1.8214,0.0658,47
70.2524,1.4348,0.0219,1.668,1.19,-0.904,0.076,1.8579,0.0595,48
70.3524,1.4404,0.0821,1.6193,1.19,-0.904,0.076,1.8484,0.0617,48
70.4524,1.4668,0.1495,1.6118,1.19,-0.904,0.076,1.8828,0.057,48
70.5524,1.4722,0.1992,1.6261,1.19,-0.904,0.076,1.9234,0.0635,48
70.6524,1.4789,0.2648,1.5763,1.19,-0.904,0.076,1.9237,0.063,48
70.7524,1.4989,0.3108,1.555,1.19,-0.904,0.076,1.9387,0.0615,48
70.8524,1.4907,0.3726,1.5537,1.19,-0.904,0.076,1.9758,0.0644,49
70.9524,1.5009,0.4307,1.5419,1.19,-0.904,0.076,2.0068,0.0667,48
71.0524,1.4933,0.4961,1.5366,1.19,-0.904,0.076,2.0459,0.0676,48
71.1524,1.4996,0.5283,1.5102,1.19,-0.904,0.076,2.0505,0.0626,48
71.2524,1.5145,0.5987,1.4931,1.19,-0.904,0.076,2.0908,0.0547,46
71.3524,1.5303,0.6635,1.5077,1.19,-0.904,0.076,2.15,0.0535,47
71.4524,1.5046,0.7019,1.4411,1.19,-0.904,0.076,2.1311,0.0593,48
71.5524,1.5088,0.7756,1.4152,1.19,-0.904,0.076,2.1716,0.0519,48
71.6524,1.5266,0.8309,1.428,1.19,-0.904,0.076,2.2251,0.0591,47
71.7524,1.498,0.8657,1.3854,1.19,-0.904,0.076,2.2229,0.0516,49
71.8524,1.5075,0.943,1.3901,1.19,-0.904,0.076,2.2889,0.0593,48
71.9524,1.4909,0.9858,1.3964,1.19,-0.904,0.076,2.325,0.0589,47
72.0524,1.4801,1.0313,1.4013,1.19,-0.904,0.076,2.3635,0.0667,47
72.1524,1.4737,1.065,1.4014,1.19,-0.904,0.076,2.3905,0.0603,48
72.2524,1.4681,1.148,1.3674,1.19,-0.904,0.076,2.4404,0.0664,48
72.3524,1.4458,1.1647,1.3324,1.19,-0.904,0.076,2.4338,0.0613,47
72.4524,1.4623,1.2216,1.3178,1.19,-0.904,0.076,2.4768,0.0588,49
72.5524,1.4201,1.2433,1.2896,1.19,-0.904,0.076,2.4772,0.068,48
72.6524,1.4072,1.2696,1.3015,1.19,-0.904,0.076,2.5047,0.0658,47
72.7524,1.3902,1.3021,1.2555,1.19,-0.904,0.076,2.5096,0.0656,48
72.8524,1.3629,1.3428,1.2031,1.19,-0.904,0.076,2.5196,0.067,48
72.9524,1.3345,1.3699,1.1914,1.19,-0.904,0.076,2.5368,0.0648,48
73.0524,1.31,1.3734,1.1902,1.19,-0.904,0.076,2.5382,0.0673,48
73.1524,1.265,1.4204,1.1719,1.19,-0.904,0.076,2.5709,0.0679,47
73.2524,1.2468,1.4341,1.1258,1.19,-0.904,0.076,2.5635,0.0763,49
73.3524,1.2326,1.4515,1.1325,1.19,-0.904,0.076,2.5819,0.0611,48
73.4524,1.1956,1.4752,1.0763,1.19,-0.904,0.076,2.581,0.0548,48
73.5524,1.1645,1.4766,1.069,1.19,-0.904,0.076,2.5795,0.0663,46
73.6524,1.1418,1.5029,1.0559,1.19,-0.904,0.076,2.5992,0.059,48
73.7524,1.1024,1.5083,1.0641,1.19,-0.904,0.076,2.6083,0.0534,48
73.8524,1.0947,1.5287,1.0321,1.19,-0.904,0.076,2.6156,0.0485,48
73.9524,1.0554,1.5347,1.0271,1.19,-0.904,0.076,2.6211,0.0566,48
74.0524,1.0134,1.536,1.0285,1.19,-0.904,0.076,2.6253,0.0592,49
74.1524,0.9705,1.535,1.0212,1.19,-0.904,0.076,2.6249,0.0583,48
74.2524,0.9327,1.5384,1.0332,1.19,-0.904,0.076,2.6359,0.0528,47
74.3524,0.884,1.5265,1.02,1.19,-0.904,0.076,2.6253,0.0718,48
74.4524,0.8412,1.5214,0.9903,1.19,-0.904,0.076,2.6154,0.0639,48
74.5524,0.8227,1.5186,0.9621,1.19,-0.904,0.076,2.6056,0.062,48
74.6524,0.7677,1.4999,0.9809,1.19,-0.904,0.076,2.603,0.0679,48
74.7524,0.7357,1.5001,0.9664,1.19,-0.904,0.076,2.6036,0.0712,47
74.8524,0.7006,1.4656,0.9831,1.19,-0.904,0.076,2.584,0.0594,47
74.9524,0.6634,1.4744,0.9921,1.19,-0.904,0.076,2.6026,0.0547,48
75.0524,0.6163,1.446,0.9769,1.19,-0.904,0.076,2.5813,0.0639,48
75.1524,0.5908,1.4259,0.9932,1.19,-0.904,0.076,2.5747,0.058,48
75.2524,0.5365,1.4081,1.029,1.19,-0.904,0.076,2.5847,0.0599,48
75.3524,0.4939,1.3858,1.0033,1.19,-0.904,0.076,2.5666,0.0528,48
75.4524,0.4487,1.3435,1.0095,1.19,-0.904,0.076,2.544,0.0555,48
75.5524,0.4032,1.3112,1.0061,1.19,-0.904,0.076,2.5281,0.0493,48
75.6524,0.3601,1.3003,0.978,1.19,-0.904,0.076,2.5221,0.0602,48
75.7524,0.3029,1.2447,1.0441,1.19,-0.904,0.076,2.5182,0.0592,49
75.8524,0.2553,1.2099,1.0297,1.19,-0.904,0.076,2.5004,0.058,48
75.9524,0.2508,1.1535,1.0756,1.19,-0.904,0.076,2.4728,0.0488,47
76.0524,0.166,1.1183,1.0371,1.19,-0.904,0.076,2.4621,0.0459,48
76.1524,0.1373,1.0797,1.0158,1.19,-0.904,0.076,2.4344,0.0568,47
76.2524,0.1041,1.0342,1.0522,1.19,-0.904,0.076,2.4267,0.0552,48
76.3524,0.0276,0.988,1.0491,1.19,-0.904,0.076,2.4244,0.0449,47
76.4524,-0.002,0.9278,1.0896,1.19,-0.904,0.076,2.4091,0.0577,48
76.5524,-0.0505,0.8714,1.1356,1.19,-0.904,0.076,2.4111,0.0551,49
76.6524,-0.0876,0.814,1.1339,1.19,-0.904,0.076,2.3881,0.0514,48
76.7524,-0.1425,0.7805,1.1467,1.19,-0.904,0.076,2.3999,0.0403,48
76.8524,-0.1845,0.7222,1.1732,1.19,-0.904,0.076,2.3953,0.0507,48
76.9524,-0.2314,0.6563,1.2205,1.19,-0.904,0.076,2.4009,0.042,48
77.0524,-0.297,0.5951,1.2098,1.19,-0.904,0.076,2.3966,0.0436,47
77.1524,-0.3266,0.5494,1.2253,1.19,-0.904,0.076,2.3945,0.0372,48
77.2524,-0.384,0.4895,1.2371,1.19,-0.904,0.076,2.4016,0.0486,49
77.3524,-0.4242,0.4223,1.2534,1.19,-0.904,0.076,2.3981,0.0438,47
77.4524,-0.4635,0.3699,1.2777,1.19,-0.904,0.076,2.4086,0.045,46
77.5524,-0.5257,0.296,1.3022,1.19,-0.904,0.076,2.4264,0.0461,48
77.6524,-0.5656,0.2362,1.2889,1.19,-0.904,0.076,2.4194,0.0473,47
77.7524,-0.6053,0.1748,1.3456,1.19,-0.904,0.076,2.4493,0.0433,48
77.8524,-0.6422,0.1184,1.3089,1.19,-0.904,0.076,2.4336,0.0518,46
77.9524,-0.6798,0.0585,1.3698,1.19,-0.904,0.076,2.4691,0.0438,48
78.0524,-0.737,-0.0105,1.3858,1.19,-0.904,0.076,2.4954,0.0476,49
78.1524,-0.7803,-0.0724,1.3787,1.19,-0.904,0.076,2.5041,0.0458,46
78.2524,-0.8159,-0.1325,1.4235,1.19,-0.904,0.076,2.5367,0.0444,48
78.3524,-0.8357,-0.1857,1.4268,1.19,-0.904,0.076,2.5386,0.043,48
78.4524,-0.8929,-0.2566,1.4822,1.19,-0.904,0.076,2.5951,0.044,48
78.5524,-0.9194,-0.3078,1.4894,1.19,-0.904,0.076,2.6082,0.0467,46
78.6524,-0.9637,-0.3693,1.505,1.19,-0.904,0.076,2.6394,0.0423,48
78.7524,-0.9984,-0.4384,1.4903,1.19,-0.904,0.076,2.6469,0.0425,48
78.8524,-1.0309,-0.5015,1.5422,1.19,-0.904,0.076,2.6915,0.0397,48
78.9524,-1.0655,-0.5511,1.5862,1.19,-0.904,0.076,2.7373,0.0416,49
79.0524,-1.0933,-0.6147,1.6274,1.19,-0.904,0.076,2.7756,0.0312,48
79.1524,-1.1137,-0.6757,1.6606,1.19,-0.904,0.076,2.8054,0.0404,47
79.2524,-1.1656,-0.7288,1.6455,1.19,-0.904,0.076,2.836,0.0386,48
79.3524,-1.1927,-0.7848,1.7011,1.19,-0.904,0.076,2.8866,0.0414,48
79.4524,-1.2253,-0.845,1.6722,1.19,-0.904,0.076,2.8956,0.0499,48
79.5524,-1.2607,-0.8868,1.6992,1.19,-0.904,0.076,2.9395,0.0416,48
79.6524,-1.2676,-0.9428,1.7311,1.19,-0.904,0.076,2.9632,0.0389,48
79.7524,-1.3158,-0.9894,1.741,1.19,-0.904,0.076,3.0098,0.0383,49
79.8524,-1.3491,-1.0389,1.7719,1.19,-0.904,0.076,3.0564,0.0452,48
79.9524,-1.3437,-1.0926,1.794,1.19,-0.904,0.076,3.067,0.0486,48
80.0524,-1.3997,-1.1358,1.8077,1.19,-0.904,0.076,3.124,0.0452,48
80.1524,-1.4254,-1.1859,1.8208,1.19,-0.904,0.076,3.1566,0.0522,48
80.2524,-1.4305,-1.2203,1.8346,1.19,-0.904,0.076,3.1717,0.0453,47
80.3524,-1.4407,-1.2549,1.8508,1.19,-0.904,0.076,3.1927,0.0433,47
80.4524,-1.4708,-1.2895,1.8562,1.19,-0.904,0.076,3.2246,0.044,48
80.5524,-1.5095,-1.3386,1.8737,1.19,-0.904,0.076,3.2723,0.0473,48
80.6524,-1.5195,-1.3798,1.9211,1.19,-0.904,0.076,3.3125,0.0515,48
80.7524,-1.507,-1.3936,1.9079,1.19,-0.904,0.076,3.2969,0.0539,48
80.8524,-1.5111,-1.4173,1.9392,1.19,-0.904,0.076,3.3213,0.0583,48
80.9524,-1.5285,-1.4463,1.9487,1.19,-0.904,0.076,3.3454,0.0564,46
81.0524,-1.5372,-1.4644,1.9729,1.19,-0.904,0.076,3.3689,0.0515,45
81.1524,-1.5399,-1.4867,1.9964,1.19,-0.904,0.076,3.3882,0.0438,47
81.2524,-1.55,-1.4893,1.9333,1.19,-0.904,0.076,3.3616,0.0537,47
81.3524,-1.5463,-1.495,1.9778,1.19,-0.904,0.076,3.3843,0.0505,47
81.4524,-1.5554,-1.5152,1.9778,1.19,-0.904,0.076,3.3952,0.0514,47
81.5524,-1.5422,-1.5138,1.9742,1.19,-0.904,0.076,3.3824,0.0428,45
81.6524,-1.5276,-1.5274,1.9506,1.19,-0.904,0.076,3.3598,0.0455,48
81.7524,-1.5425,-1.5359,1.9473,1.19,-0.904,0.076,3.3715,0.0443,47
81.8524,-1.5371,-1.5155,1.9617,1.19,-0.904,0.076,3.3715,0.039,47
81.9524,-1.5444,-1.5305,1.9339,1.19,-0.904,0.076,3.3647,0.0544,48
82.0524,-1.5433,-1.5213,1.9205,1.19,-0.904,0.076,3.3548,0.052,47
82.1524,-1.5213,-1.5293,1.9368,1.19,-0.904,0.076,3.3474,0.0476,49
82.2524,-1.5209,-1.5302,1.9812,1.19,-0.904,0.076,3.3721,0.0499,48
82.3524,-1.5116,-1.5193,1.923,1.19,-0.904,0.076,3.33,0.0428,48
82.4524,-1.5171,-1.5147,1.8639,1.19,-0.904,0.076,3.3012,0.0536,47
82.5524,-1.4946,-1.4912,1.9107,1.19,-0.904,0.076,3.3042,0.0542,46
82.6524,-1.5004,-1.4885,1.8605,1.19,-0.904,0.076,3.2809,0.049,47
82.7524,-1.4788,-1.452,1.8235,1.19,-0.904,0.076,3.2368,0.0414,47
82.8524,-1.4763,-1.435,1.8528,1.19,-0.904,0.076,3.2478,0.0459,47
82.9524,-1.4565,-1.4083,1.8142,1.19,-0.904,0.076,3.2061,0.0504,49
83.0524,-1.4573,-1.3804,1.8042,1.19,-0.904,0.076,3.1971,0.0502,48
83.1524,-1.4181,-1.3612,1.7876,1.19,-0.904,0.076,3.1529,0.0493,47
83.2524,-1.3812,-1.3205,1.746,1.19,-0.904,0.076,3.0941,0.0469,47
83.3524,-1.3651,-1.2806,1.7292,1.19,-0.904,0.076,3.0665,0.052,48
83.4524,-1.3323,-1.2638,1.7825,1.19,-0.904,0.076,3.0665,0.0447,48
83.5524,-1.3164,-1.2128,1.7283,1.19,-0.904,0.076,3.0179,0.0405,48
83.6524,-1.2934,-1.1512,1.6832,1.19,-0.904,0.076,2.9684,0.0367,48
83.7524,-1.2679,-1.1065,1.6738,1.19,-0.904,0.076,2.9386,0.0387,48
83.8524,-1.2522,-1.0785,1.6229,1.19,-0.904,0.076,2.8962,0.0507,49
83.9524,-1.2038,-1.0267,1.6242,1.19,-0.904,0.076,2.8535,0.0497,48
84.0524,-1.1894,-0.9799,1.612,1.19,-0.904,0.076,2.8331,0.0358,48
84.1524,-1.1696,-0.9136,1.5528,1.19,-0.904,0.076,2.7837,0.0485,48
84.2524,-1.1161,-0.8546,1.5376,1.19,-0.904,0.076,2.7307,0.0469,48
84.3524,-1.0771,-0.8139,1.5486,1.19,-0.904,0.076,2.7049,0.0376,48
84.4524,-1.0574,-0.7607,1.51,1.19,-0.904,0.076,2.6697,0.0468,47
84.5524,-1.0209,-0.7055,1.5057,1.19,-0.904,0.076,2.6403,0.0475,48
84.6524,-0.964,-0.6626,1.4776,1.19,-0.904,0.076,2.5812,0.0329,49
84.7524,-0.9267,-0.5905,1.4667,1.19,-0.904,0.076,2.552,0.039,47
84.8524,-0.9063,-0.5392,1.451,1.19,-0.904,0.076,2.5334,0.0443,48
84.9524,-0.8864,-0.4847,1.4078,1.19,-0.904,0.076,2.5021,0.0423,47
85.0524,-0.8305,-0.4304,1.4116,1.19,-0.904,0.076,2.4679,0.0417,48
85.1524,-0.8023,-0.3678,1.376,1.19,-0.904,0.076,2.4386,0.0416,48
85.2524,-0.7454,-0.3057,1.3522,1.19,-0.904,0.076,2.3943,0.0474,47
85.3524,-0.7158,-0.2424,1.3416,1.19,-0.904,0.076,2.3815,0.0365,48
85.4524,-0.6703,-0.1652,1.3419,1.19,-0.904,0.076,2.3683,0.0456,49
85.5524,-0.6208,-0.1092,1.3433,1.19,-0.904,0.076,2.3488,0.0472,48
85.6524,-0.5856,-0.0299,1.3198,1.19,-0.904,0.076,2.3374,0.0464,48
85.7524,-0.5521,0.0228,1.2856,1.19,-0.904,0.076,2.3145,0.0462,48
85.8524,-0.5116,0.0864,1.2617,1.19,-0.904,0.076,2.2983,0.0522,48
85.9524,-0.4689,0.1606,1.2823,1.19,-0.904,0.076,2.3109,0.0428,48
86.0524,-0.4168,0.2185,1.2644,1.19,-0.904,0.076,2.2922,0.05,46
86.1524,-0.3693,0.2843,1.2498,1.19,-0.904,0.076,2.285,0.0506,48
86.2524,-0.3246,0.3379,1.2175,1.19,-0.904,0.076,2.2671,0.0554,48
86.3524,-0.2783,0.3793,1.2034,1.19,-0.904,0.076,2.2525,0.0516,48
86.4524,-0.2301,0.4537,1.1779,1.19,-0.904,0.076,2.2526,0.0444,48
86.5524,-0.163,0.5044,1.2395,1.19,-0.904,0.076,2.2733,0.0486,48
86.6524,-0.1439,0.5618,1.204,1.19,-0.904,0.076,2.2804,0.0463,47
86.7524,-0.091,0.6247,1.1865,1.19,-0.904,0.076,2.2828,0.0472,48
86.8524,-0.021,0.6705,1.1855,1.19,-0.904,0.076,2.2752,0.0409,47
86.9524,0.0116,0.7156,1.1956,1.19,-0.904,0.076,2.2946,0.0466,49
