time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
36.0527,-0.2456,1.2308,1.6683,-0.661,-1.08,1.5,2.3539,0.0517,48
36.1527,-0.2799,1.2119,1.6707,-0.578,-1.119,1.498,2.3562,0.0599,48
36.2527,-0.3305,1.2233,1.6482,-0.493,-1.157,1.498,2.3905,0.0485,48
36.3527,-0.3588,1.177,1.7092,-0.401,-1.195,1.5,2.3815,0.0591,47
36.4527,-0.3995,1.2006,1.6243,-0.314,-1.23,1.5,2.4353,0.0532,48
36.5527,-0.4271,1.1744,1.651,-0.227,-1.253,1.501,2.4402,0.0582,48
36.6527,-0.4645,1.1861,1.6695,-0.142,-1.27,1.5,2.483,0.0549,48
36.7527,-0.5036,1.1553,1.7051,-0.059,-1.272,1.499,2.4763,0.0555,47
36.8527,-0.5527,1.1517,1.6691,0.027,-1.266,1.5,2.492,0.0511,48
36.9527,-0.5738,1.1223,1.6448,0.118,-1.257,1.501,2.482,0.0615,48
37.0527,-0.6199,1.1212,1.6645,0.213,-1.238,1.499,2.5074,0.0467,48
37.1527,-0.6595,1.0922,1.6893,0.303,-1.215,1.499,2.5072,0.0541,48
37.2527,-0.6912,1.0694,1.6688,0.39,-1.186,1.499,2.5069,0.0564,48
37.3527,-0.7078,1.053,1.6896,0.477,-1.153,1.496,2.5115,0.0542,48
37.4527,-0.7556,1.0365,1.6853,0.559,-1.108,1.496,2.5225,0.0432,47
37.5527,-0.7834,1.0073,1.6519,0.636,-1.052,1.496,2.5059,0.0465,48
37.6527,-0.8097,1.0012,1.6547,0.713,-0.999,1.497,2.5188,0.0469,48
37.7527,-0.8326,0.9566,1.6963,0.787,-0.944,1.499,2.5048,0.0518,48
37.8527,-0.8613,0.9414,1.693,0.853,-0.882,1.5,2.5101,0.0528,48
37.9527,-0.8932,0.911,1.6965,0.91,-0.82,1.5,2.5073,0.0499,48
38.0527,-0.9116,0.8814,1.6885,0.966,-0.758,1.501,2.4996,0.051,47
38.1527,-0.9646,0.8745,1.669,1.019,-0.694,1.502,2.5343,0.0524,48
38.2527,-0.9943,0.8315,1.6787,1.073,-0.614,1.502,2.5287,0.0425,48
38.3527,-1.0148,0.8056,1.6941,1.117,-0.534,1.501,2.5252,0.0515,48
38.4527,-1.0278,0.7746,1.6982,1.155,-0.446,1.499,2.5088,0.0474,49
38.5527,-1.0503,0.7521,1.6961,1.186,-0.356,1.5,2.5035,0.0526,48
38.6527,-1.0701,0.7113,1.6948,1.211,-0.275,1.501,2.4928,0.0561,48
38.7527,-1.1073,0.676,1.68,1.235,-0.193,1.502,2.5047,0.0527,48
38.8527,-1.116,0.6486,1.689,1.254,-0.105,1.501,2.494,0.0503,48
38.9527,-1.1526,0.6042,1.7098,1.263,-0.012,1.499,2.5019,0.0549,48
39.0527,-1.1576,0.5788,1.6538,1.261,0.091,1.498,2.4722,0.0563,48
39.1527,-1.1941,0.5419,1.6504,1.252,0.186,1.499,2.4765,0.0486,47
39.2527,-1.197,0.5063,1.6563,1.233,0.276,1.5,2.4459,0.0537,49
39.3527,-1.2222,0.4626,1.664,1.203,0.364,1.501,2.4327,0.047,48
39.4527,-1.2239,0.434,1.6599,1.171,0.443,1.499,2.4003,0.0529,48
39.5527,-1.2371,0.3899,1.6921,1.136,0.52,1.5,2.3845,0.0422,48
39.6527,-1.2442,0.3587,1.6656,1.091,0.598,1.5,2.3533,0.0537,47
39.7527,-1.2521,0.3255,1.6592,1.044,0.673,1.498,2.3279,0.0542,48
39.8527,-1.2711,0.2967,1.6383,0.993,0.752,1.498,2.3136,0.0432,46
39.9527,-1.2609,0.2334,1.6617,0.941,0.826,1.499,2.286,0.0443,48
40.0527,-1.2723,0.2048,1.6745,0.879,0.894,1.499,2.2659,0.0495,46
40.1527,-1.2981,0.1824,1.6446,0.82,0.954,1.498,2.259,0.0472,48
40.2527,-1.2949,0.1272,1.6432,0.755,1.008,1.498,2.2359,0.0579,47
40.3527,-1.3187,0.1035,1.6145,0.684,1.053,1.499,2.2194,0.046,48
40.4527,-1.316,0.0661,1.6222,0.607,1.099,1.5,2.1862,0.0543,46
40.5527,-1.3027,0.0238,1.6782,0.513,1.145,1.499,2.1415,0.0542,46
40.6527,-1.301,-0.0177,1.6522,0.426,1.181,1.497,2.1079,0.0552,47
40.7527,-1.2715,-0.046,1.6467,0.337,1.212,1.498,2.0474,0.0674,47
40.8527,-1.2854,-0.0964,1.6628,0.246,1.233,1.497,2.0347,0.0552,47
40.9527,-1.2693,-0.1259,1.688,0.16,1.249,1.496,1.9926,0.0511,49
41.0527,-1.2639,-0.179,1.6368,0.07,1.261,1.496,1.9679,0.0585,47
41.1527,-1.2836,-0.2046,1.6271,-0.012,1.259,1.499,1.943,0.0508,47
41.2527,-1.2621,-0.2441,1.6758,-0.094,1.251,1.499,1.9055,0.0518,47
41.3527,-1.2481,-0.2884,1.656,-0.178,1.244,1.499,1.8756,0.0517,47
41.4527,-1.2447,-0.3098,1.6508,-0.268,1.231,1.499,1.8306,0.05,48
41.5527,-1.2543,-0.355,1.64,-0.358,1.211,1.5,1.8098,0.0563,48
41.6527,-1.2404,-0.3968,1.6233,-0.447,1.184,1.501,1.7729,0.05,48
41.7527,-1.2297,-0.4472,1.65,-0.541,1.15,1.502,1.7456,0.0521,46
41.8527,-1.2002,-0.4831,1.6532,-0.621,1.111,1.502,1.7028,0.0632,48
41.9527,-1.1957,-0.511,1.6453,-0.701,1.063,1.501,1.6562,0.056,48
42.0527,-1.1718,-0.563,1.6267,-0.774,1.01,1.502,1.6273,0.0504,46
42.1527,-1.1746,-0.5773,1.6226,-0.837,0.95,1.502,1.5689,0.0504,48
42.2527,-1.1547,-0.6196,1.6607,-0.902,0.88,1.503,1.5289,0.0523,48
42.3527,-1.1296,-0.6539,1.6931,-0.973,0.8,1.505,1.4744,0.0547,48
42.4527,-1.1183,-0.6711,1.6403,-1.034,0.724,1.503,1.4044,0.0456,49
42.5527,-1.1304,-0.7157,1.6209,-1.095,0.638,1.5,1.3596,0.0569,48
42.6527,-1.0949,-0.7411,1.6319,-1.145,0.561,1.498,1.3099,0.0485,47
42.7527,-1.0595,-0.7705,1.6276,-1.185,0.484,1.499,1.2673,0.0431,48
42.8527,-1.0253,-0.7966,1.6336,-1.221,0.398,1.499,1.2179,0.0477,47
42.9527,-1.0074,-0.8265,1.6335,-1.252,0.31,1.5,1.1702,0.05,48
43.0527,-0.951,-0.8521,1.6938,-1.275,0.22,1.504,1.1359,0.0504,45
43.1527,-0.9388,-0.8804,1.684,-1.29,0.137,1.504,1.0913,0.0563,48
43.2527,-0.9029,-0.9022,1.6844,-1.298,0.039,1.502,1.0369,0.0459,49
43.3527,-0.8803,-0.9387,1.6664,-1.296,-0.053,1.501,0.9923,0.0548,48
43.4527,-0.8296,-0.9641,1.6737,-1.285,-0.141,1.5,0.9566,0.0547,48
43.5527,-0.8181,-0.9883,1.647,-1.264,-0.227,1.499,0.8946,0.0501,48
43.6527,-0.7996,-1.0217,1.6428,-1.237,-0.306,1.496,0.8515,0.05,48
43.7527,-0.7567,-1.0569,1.6443,-1.205,-0.384,1.498,0.8217,0.0565,45
43.8527,-0.71,-1.074,1.6537,-1.175,-0.46,1.497,0.786,0.0549,45
43.9527,-0.6819,-1.0964,1.6981,-1.14,-0.534,1.498,0.7524,0.0484,48
44.0527,-0.6594,-1.1181,1.6821,-1.098,-0.619,1.5,0.6889,0.0495,48
44.1527,-0.6024,-1.1288,1.6694,-1.05,-0.702,1.502,0.6407,0.0538,49
44.2527,-0.5932,-1.1458,1.6735,-0.994,-0.78,1.502,0.5691,0.0443,48
44.3527,-0.5374,-1.1727,1.6925,-0.934,-0.853,1.503,0.5435,0.0476,47
44.4527,-0.509,-1.1838,1.6813,-0.866,-0.922,1.503,0.4773,0.0511,48
44.5527,-0.4901,-1.1836,1.6687,-0.801,-0.981,1.504,0.406,0.0355,48
44.6527,-0.4349,-1.1852,1.6667,-0.733,-1.035,1.503,0.3718,0.0472,48
44.7527,-0.4149,-1.2451,1.7206,-0.659,-1.083,1.503,0.365,0.0512,47
44.8527,-0.3786,-1.2399,1.6781,-0.581,-1.126,1.501,0.2921,0.0552,48
44.9527,-0.3309,-1.2469,1.6779,-0.499,-1.159,1.502,0.2587,0.0439,49
45.0527,-0.3088,-1.2532,1.6999,-0.407,-1.184,1.503,0.2307,0.0458,47
45.1527,-0.2371,-1.2648,1.7113,-0.322,-1.21,1.504,0.2306,0.0503,47
45.2527,-0.2097,-1.2812,1.718,-0.234,-1.236,1.504,0.2201,0.0555,47
45.3527,-0.1819,-1.2973,1.7286,-0.146,-1.255,1.501,0.2342,0.0458,48
45.4527,-0.1461,-1.2895,1.7118,-0.054,-1.265,1.501,0.2313,0.0453,48
45.5527,-0.1245,-1.2893,1.6724,0.039,-1.26,1.5,0.2394,0.0467,48
45.6527,-0.0648,-1.2963,1.6935,0.128,-1.251,1.501,0.2762,0.0555,47
45.7527,-0.0193,-1.314,1.6936,0.215,-1.234,1.501,0.3137,0.0538,48
45.8527,0.0279,-1.3093,1.7625,0.304,-1.212,1.5,0.3932,0.058,49
45.9527,0.0547,-1.2996,1.7129,0.392,-1.184,1.502,0.4143,0.0419,48
46.0527,0.0975,-1.3011,1.7173,0.47,-1.152,1.501,0.4558,0.0481,48
46.1527,0.128,-1.296,1.6922,0.548,-1.109,1.5,0.4983,0.0546,48
46.2527,0.1677,-1.2933,1.7193,0.628,-1.059,1.499,0.5615,0.041,48
46.3527,0.1966,-1.2844,1.7166,0.705,-1.007,1.499,0.6187,0.0591,48
46.4527,0.2232,-1.2862,1.6858,0.778,-0.956,1.497,0.6727,0.0505,48
46.5527,0.2797,-1.2862,1.7168,0.846,-0.9,1.495,0.7205,0.0612,48
46.6527,0.3097,-1.2529,1.6785,0.917,-0.837,1.497,0.7582,0.0515,49
46.7527,0.3312,-1.2681,1.7043,0.984,-0.768,1.496,0.8483,0.046,48
46.8527,0.3856,-1.2574,1.704,1.038,-0.697,1.497,0.8846,0.0494,48
46.9527,0.4338,-1.2485,1.7237,1.094,-0.601,1.496,0.9523,0.0606,48
47.0527,0.4449,-1.2105,1.6773,1.135,-0.512,1.496,0.9985,0.0543,48
47.1527,0.5076,-1.1909,1.7044,1.176,-0.427,1.498,1.0358,0.0533,48
47.2527,0.5462,-1.2011,1.7256,1.211,-0.342,1.497,1.11,0.0501,48
47.3527,0.5954,-1.1892,1.7307,1.236,-0.258,1.498,1.154,0.0485,49
47.4527,0.6137,-1.1541,1.7072,1.254,-0.157,1.499,1.2031,0.0496,48
47.5527,0.6491,-1.1412,1.7224,1.261,-0.061,1.5,1.2613,0.0521,48
47.6527,0.6716,-1.1161,1.6834,1.263,0.049,1.501,1.3192,0.0501,48
47.7527,0.6753,-1.083,1.6719,1.248,0.222,1.497,1.4358,0.0545,48
47.8527,0.7172,-1.0616,1.7147,1.224,0.316,1.499,1.4837,0.0593,48
47.9527,0.7433,-1.0327,1.7398,1.193,0.402,1.498,1.5229,0.0489,47
48.0527,0.7708,-1.0059,1.7234,1.156,0.48,1.5,1.5512,0.0516,47
48.1527,0.8072,-0.9871,1.7175,1.115,0.553,1.501,1.5854,0.0495,49
48.2527,0.83,-0.9702,1.7002,1.071,0.623,1.502,1.6234,0.0424,48
48.3527,0.8672,-0.9357,1.7244,1.027,0.693,1.502,1.6515,0.0492,47
48.4527,0.9114,-0.8975,1.6629,0.98,0.763,1.501,1.6698,0.0472,48
48.5527,0.9601,-0.8704,1.6524,0.925,0.831,1.501,1.7085,0.053,47
48.6527,0.9728,-0.84,1.6711,0.86,0.905,1.5,1.757,0.0614,48
48.7527,1.0004,-0.7923,1.6695,0.792,0.969,1.5,1.7816,0.0425,48
48.8527,1.0179,-0.7855,1.6541,0.72,1.026,1.499,1.8424,0.052,48
48.9527,1.0407,-0.7367,1.6729,0.641,1.075,1.498,1.8635,0.0505,48
49.0527,1.0721,-0.7164,1.7221,0.541,1.133,1.499,1.937,0.0579,49
49.1527,1.0875,-0.6985,1.6928,0.455,1.173,1.502,1.9847,0.0482,48
49.2527,1.0934,-0.6471,1.6656,0.365,1.206,1.502,1.9978,0.0616,48
49.3527,1.1167,-0.6158,1.6485,0.278,1.229,1.502,2.0318,0.0523,48
49.4527,1.1412,-0.5947,1.6768,0.193,1.243,1.501,2.0754,0.0565,48
49.5527,1.1367,-0.5409,1.672,0.108,1.255,1.499,2.0769,0.0567,48
49.6527,1.1655,-0.5262,1.6983,0.023,1.259,1.498,2.1289,0.052,48
49.7527,1.178,-0.4766,1.7068,-0.066,1.256,1.498,2.1431,0.0579,48
49.8527,1.1854,-0.4423,1.6694,-0.156,1.248,1.497,2.1647,0.0543,48
49.9527,1.2108,-0.4012,1.7198,-0.248,1.236,1.498,2.204,0.0574,48
50.0527,1.2241,-0.3616,1.7189,-0.339,1.217,1.5,2.2323,0.0515,48
50.1527,1.2308,-0.3187,1.7256,-0.427,1.186,1.498,2.2504,0.0425,48
50.2527,1.2267,-0.2838,1.697,-0.511,1.147,1.5,2.2595,0.052,48
50.3527,1.241,-0.2476,1.6842,-0.593,1.103,1.499,2.2852,0.0527,48
50.4527,1.2343,-0.2045,1.65,-0.671,1.058,1.501,2.2905,0.0566,48
50.5527,1.2406,-0.1624,1.6794,-0.747,1.007,1.499,2.3131,0.0556,49
50.6527,1.2546,-0.1225,1.6745,-0.821,0.952,1.498,2.3439,0.054,48
50.7527,1.2465,-0.0726,1.6376,-0.895,0.894,1.498,2.3536,0.0591,48
50.8527,1.2806,-0.0506,1.682,-0.96,0.83,1.5,2.4142,0.0575,48
50.9527,1.2821,-0.0046,1.7089,-1.018,0.762,1.5,2.4334,0.0605,46
51.0527,1.2783,0.0326,1.6881,-1.066,0.69,1.499,2.442,0.0531,48
51.1527,1.2678,0.0593,1.6842,-1.108,0.611,1.498,2.4461,0.0471,48
51.2527,1.2564,0.1108,1.6746,-1.147,0.527,1.499,2.4455,0.0508,48
51.3527,1.2749,0.1272,1.6722,-1.184,0.44,1.496,2.485,0.0711,48
51.4527,1.2631,0.185,1.6349,-1.217,0.352,1.498,2.4894,0.0525,48
51.5527,1.2583,0.2249,1.692,-1.243,0.266,1.499,2.5091,0.0515,48
51.6527,1.2327,0.2613,1.6986,-1.263,0.183,1.501,2.5047,0.0514,48
51.7527,1.2275,0.2965,1.6675,-1.276,0.099,1.501,2.5168,0.0561,48
51.8527,1.2,0.349,1.6493,-1.28,0.005,1.5,2.5082,0.0668,48
51.9527,1.1948,0.3696,1.6321,-1.277,-0.09,1.501,2.5176,0.0639,48
52.0527,1.1993,0.399,1.6849,-1.264,-0.188,1.504,2.5387,0.0498,48
52.1527,1.1673,0.4458,1.6617,-1.248,-0.282,1.502,2.5277,0.0656,49
52.2527,1.1577,0.495,1.6942,-1.229,-0.371,1.5,2.5464,0.0547,48
52.3527,1.1581,0.5072,1.6915,-1.204,-0.454,1.499,2.5574,0.0611,48
52.4527,1.1147,0.5606,1.6787,-1.169,-0.537,1.501,2.54,0.0588,47
52.5527,1.1005,0.5941,1.6989,-1.128,-0.614,1.5,2.5427,0.0586,47
52.6527,1.0863,0.6328,1.683,-1.079,-0.686,1.5,2.5419,0.0603,48
52.7527,1.063,0.6717,1.6851,-1.022,-0.755,1.501,2.5331,0.0689,48
52.8527,1.0436,0.6933,1.6997,-0.966,-0.821,1.5,2.5242,0.0511,48
52.9527,1.0122,0.7125,1.656,-0.904,-0.882,1.5,2.4978,0.0493,49
53.0527,0.9748,0.7577,1.6572,-0.829,-0.941,1.501,2.4827,0.0643,48
53.1527,0.9637,0.799,1.6573,-0.755,-0.997,1.504,2.4906,0.0658,48
53.2527,0.9539,0.8063,1.6663,-0.68,-1.053,1.505,2.4805,0.0673,48
53.3527,0.9256,0.8468,1.6865,-0.602,-1.103,1.504,2.4836,0.0654,48
53.4527,0.9132,0.8771,1.6975,-0.518,-1.144,1.501,2.4843,0.0682,48
53.5527,0.8821,0.9309,1.6927,-0.428,-1.174,1.501,2.4867,0.068,48
53.6527,0.8507,0.9434,1.6649,-0.342,-1.196,1.502,2.4548,0.07,47
53.7527,0.8184,0.9587,1.6929,-0.255,-1.218,1.501,2.4345,0.0646,48
53.8527,0.7969,0.9876,1.6943,-0.169,-1.236,1.499,2.4322,0.0751,49
53.9527,0.7782,1.0092,1.6971,-0.082,-1.248,1.501,2.4235,0.0601,48
54.0527,0.7401,1.0379,1.6713,0.006,-1.251,1.501,2.4098,0.0679,48
54.1527,0.7053,1.045,1.6559,0.095,-1.248,1.5,2.3779,0.0661,48
54.2527,0.666,1.0785,1.651,0.186,-1.236,1.501,2.3685,0.0567,48
54.3527,0.6436,1.0923,1.6981,0.277,-1.215,1.5,2.3446,0.0677,47
54.4527,0.607,1.1225,1.6846,0.362,-1.187,1.499,2.3299,0.0609,48
54.5527,0.5813,1.1515,1.6879,0.449,-1.158,1.499,2.321,0.0609,46
54.6527,0.5408,1.1463,1.6964,0.533,-1.119,1.5,2.2738,0.0602,48
54.7527,0.5108,1.1811,1.7233,0.614,-1.078,1.501,2.2724,0.0529,49
54.8527,0.4485,1.1916,1.6733,0.692,-1.029,1.501,2.2406,0.0508,47
54.9527,0.4271,1.206,1.6678,0.763,-0.975,1.5,2.2131,0.0604,47
55.0527,0.3986,1.2015,1.7014,0.829,-0.92,1.5,2.1741,0.0615,47
55.1527,0.3726,1.2134,1.6652,0.89,-0.859,1.498,2.1425,0.0559,48
55.2527,0.3349,1.2114,1.6839,0.954,-0.794,1.498,2.107,0.0542,48
55.3527,0.2961,1.228,1.7123,1.011,-0.717,1.498,2.0832,0.0681,49
55.4527,0.264,1.2332,1.6824,1.062,-0.638,1.498,2.0426,0.0587,48
55.5527,0.225,1.2383,1.6744,1.106,-0.563,1.5,2.0128,0.0573,48
55.6527,0.1818,1.238,1.6913,1.145,-0.481,1.499,1.9799,0.0616,48
55.7527,0.1246,1.2598,1.682,1.179,-0.391,1.5,1.9673,0.0552,48
55.8527,0.0704,1.2501,1.6757,1.208,-0.3,1.502,1.9306,0.0613,48
55.9527,0.0467,1.2618,1.6773,1.229,-0.206,1.497,1.8934,0.0494,48
56.0527,0.0111,1.2546,1.7282,1.244,-0.118,1.497,1.8594,0.0641,48
56.1527,-0.0269,1.2595,1.7201,1.254,-0.041,1.497,1.839,0.0528,48
56.2527,-0.0534,1.2601,1.7151,1.256,0.012,1.499,1.8218,0.0518,49
56.3527,-0.0939,1.2466,1.6641,1.254,0.033,1.497,1.8214,0.0492,48
56.4527,-0.1247,1.2366,1.7084,1.254,0.042,1.498,1.8364,0.0502,47
56.5527,-0.1508,1.2353,1.6633,1.257,0.046,1.497,1.8504,0.0593,48
56.6527,-0.2035,1.242,1.6927,1.254,0.042,1.498,1.898,0.0518,48
56.7527,-0.2243,1.2338,1.6906,1.251,0.037,1.499,1.9094,0.0501,48
56.8527,-0.252,1.2183,1.6413,1.249,0.034,1.494,1.9176,0.0493,46
56.9527,-0.2987,1.1964,1.6598,1.248,0.029,1.484,1.9458,0.0518,47
57.0527,-0.3311,1.1928,1.6773,1.248,0.025,1.461,1.9759,0.0587,49
57.1527,-0.3739,1.1772,1.7102,1.249,0.021,1.423,2.0132,0.0602,48
57.2527,-0.4172,1.1606,1.6613,1.249,0.017,1.366,2.0424,0.05,48
57.3527,-0.4479,1.1632,1.697,1.245,0.011,1.29,2.0878,0.0506,48
57.4527,-0.4842,1.1565,1.6673,1.243,0.004,1.196,2.1292,0.0431,48
57.5527,-0.5135,1.1283,1.6686,1.242,0.001,1.086,2.1661,0.0482,48
57.6527,-0.5763,1.117,1.6152,1.24,0.001,0.965,2.2287,0.0451,48
57.7527,-0.5968,1.096,1.6622,1.242,0.0,0.831,2.2963,0.0476,48
57.8527,-0.6369,1.093,1.6756,1.246,0.0,0.698,2.3865,0.0516,49
57.9527,-0.6736,1.0499,1.6802,1.245,0.0,0.564,2.4555,0.0497,48
58.0527,-0.7154,1.0421,1.6662,1.247,0.003,0.439,2.5371,0.0434,47
58.1527,-0.7386,1.022,1.6879,1.253,0.004,0.328,2.6177,0.0678,47
58.2527,-0.7765,0.9906,1.6733,1.259,0.001,0.236,2.6811,0.0517,46
58.3527,-0.8061,0.9877,1.6459,1.258,-0.001,0.165,2.726,0.0491,48
58.4527,-0.8232,0.9638,1.6667,1.248,-0.006,0.118,2.762,0.0525,48
58.5527,-0.8514,0.9236,1.6418,1.232,-0.008,0.088,2.7609,0.0492,48
58.6527,-0.8986,0.906,1.6676,1.223,-0.006,0.085,2.7995,0.0437,48
58.7527,-0.9018,0.8735,1.6992,1.221,-0.005,0.085,2.8078,0.0512,48
58.8527,-0.9184,0.8594,1.7136,1.221,-0.005,0.085,2.8243,0.0527,22
