time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
30.4569,1.4455,0.6466,1.8854,-0.636,-1.471,0.821,3.1543,0.1219,25
30.5569,1.4308,0.6453,1.9412,-0.701,-1.453,0.809,3.1984,0.151,25
30.6569,1.4826,0.5933,2.0893,-0.754,-1.432,0.799,3.2816,0.0849,27
30.7569,1.4445,0.5016,2.0489,-0.804,-1.4065,0.7915,3.2059,0.0676,24
30.8569,1.4363,0.4395,2.0636,-0.847,-1.381,0.784,3.1883,0.0424,21
30.9569,1.3437,0.419,1.9747,-0.888,-1.3535,0.779,3.0906,0.1448,22
31.0569,1.3399,0.2513,1.7324,-0.926,-1.324,0.776,2.9207,0.1893,20
31.1569,1.2751,0.2325,1.9906,-0.969,-1.2865,0.773,2.9708,0.1539,24
31.2569,1.3229,0.1743,2.067,-1.009,-1.245,0.771,3.0218,0.0498,25
31.3569,1.0186,0.1007,1.3426,-1.05,-1.199,0.773,2.5085,0.135,25
31.4569,1.1359,-0.0345,1.445,-1.089,-1.149,0.776,2.5768,0.1981,25
31.5569,1.1935,0.0056,1.862,-1.127,-1.096,0.779,2.7877,0.1424,25
31.6569,1.0758,-0.1243,1.498,-1.164,-1.039,0.784,2.5225,0.1883,25
31.7569,1.1053,-0.1592,1.7043,-1.197,-0.984,0.791,2.6106,0.1215,23
31.8569,1.0228,-0.2249,1.6641,-1.229,-0.927,0.799,2.5124,0.2321,25
31.9569,1.1652,-0.1966,1.8968,-1.261,-0.867,0.809,2.7421,0.0685,21
32.0569,0.9852,-0.3068,1.6381,-1.286,-0.811,0.817,2.4672,0.1429,23
32.1569,0.9472,-0.4004,1.5158,-1.315,-0.742,0.83,2.3884,0.1591,25
32.2569,0.8479,-0.4976,1.3245,-1.3415,-0.6695,0.844,2.2481,0.1946,24
32.3569,0.7341,-0.5667,1.5497,-1.366,-0.598,0.858,2.2113,0.1693,23
32.4569,0.7455,-0.506,1.4903,-1.3875,-0.5315,0.872,2.221,0.2315,18
32.5569,0.5735,-0.5703,1.1471,-1.406,-0.475,0.884,1.9992,0.1796,17
32.6569,0.814,-0.6234,1.5661,-1.424,-0.415,0.899,2.3446,0.1526,21
32.7569,0.8955,-0.7542,1.7235,-1.4415,-0.3555,0.9155,2.5047,0.0614,20
32.8569,0.7839,-0.7195,1.4183,-1.46,-0.289,0.933,2.3358,0.1002,25
32.9569,0.71,-0.7972,1.5818,-1.477,-0.217,0.9525,2.3485,0.2466,24
33.0569,0.7119,-0.8631,1.6069,-1.4885,-0.1555,0.9715,2.3971,0.0829,18
33.1569,0.689,-0.9358,1.5922,-1.498,-0.092,0.988,2.4207,0.0525,25
33.2569,0.6154,-1.01,1.586,-1.508,-0.016,1.011,2.414,0.1361,27
33.3569,0.5699,-1.1227,1.7482,-1.515,0.0585,1.0345,2.5002,0.2094,26
33.4569,0.5939,-1.0928,1.634,-1.519,0.1215,1.0545,2.5049,0.0662,18
33.5569,0.3958,-1.1028,1.5364,-1.521,0.1795,1.0745,2.352,0.2321,22
33.6569,0.4749,-1.2027,1.2761,-1.524,0.242,1.094,2.473,0.2147,21
33.7569,0.4202,-1.2026,1.5555,-1.525,0.3125,1.1155,2.5046,0.0636,22
33.8569,0.4254,-1.2197,1.3929,-1.525,0.376,1.137,2.533,0.1286,20
33.9569,0.3488,-1.2664,1.4076,-1.523,0.4465,1.1605,2.5493,0.0625,26
34.0569,0.3394,-1.3388,1.3433,-1.5195,0.5165,1.1825,2.6312,0.0773,20
34.1569,0.2437,-1.3673,1.4353,-1.514,0.579,1.203,2.6327,0.0815,23
34.2569,0.2591,-1.2032,1.5712,-1.506,0.6395,1.2235,2.5753,0.0939,20
34.3569,0.1292,-1.3498,1.3444,-1.497,0.693,1.242,2.6131,0.0619,19
34.4569,0.1116,-1.4377,1.2772,-1.488,0.748,1.261,2.7085,0.0576,23
34.5569,0.1003,-1.4448,1.3249,-1.4755,0.8035,1.2815,2.746,0.0704,22
34.6569,0.0684,-1.4829,1.2479,-1.461,0.858,1.303,2.7968,0.0732,25
34.7569,-0.0174,-1.5126,1.2652,-1.4465,0.9125,1.3235,2.8154,0.1307,22
34.8569,-0.1078,-1.4671,1.2548,-1.431,0.961,1.342,2.7666,0.0766,21
34.9569,-0.1232,-1.4489,1.1226,-1.413,1.009,1.3605,2.7859,0.1164,22
35.0569,-0.125,-1.5062,1.1702,-1.392,1.058,1.38,2.8678,0.0965,23
35.1569,-0.1791,-1.5644,1.2472,-1.372,1.099,1.396,2.9221,0.0597,15
35.2569,-0.2273,-1.6222,0.946,-1.354,1.133,1.41,3.0126,0.3648,19
35.3569,-0.4487,-1.5909,1.1227,-1.3325,1.169,1.4235,2.9135,0.3201,20
35.4569,-0.3661,-1.5002,1.1151,-1.307,1.209,1.4395,2.8862,0.0485,22
35.5569,-0.5834,-1.4675,1.0992,-1.285,1.242,1.452,2.821,0.2927,15
35.6569,-0.5951,-1.6487,1.0325,-1.258,1.279,1.466,3.033,0.2462,29
35.7569,-0.5388,-1.5528,0.9398,-1.2205,1.324,1.483,3.006,0.1625,28
35.8569,-0.5183,-1.5201,0.8357,-1.1845,1.3625,1.497,3.0316,0.1053,24
35.9569,-0.57,-1.4751,0.945,-1.151,1.392,1.509,2.9792,0.0455,23
36.0569,-0.645,-1.4607,0.8984,-1.115,1.419,1.519,2.9831,0.1548,23
36.1569,-0.6774,-1.4053,1.0237,-1.075,1.444,1.529,2.9209,0.1202,27
36.2569,-0.8874,-1.5735,0.8828,-1.0355,1.4655,1.5355,3.1118,0.2129,20
36.3569,-1.1305,-1.4516,0.2981,-1.0025,1.479,1.54,3.1855,0.2686,18
36.4569,-1.0261,-1.267,0.8479,-0.965,1.491,1.544,2.8452,0.2605,19
36.5569,-1.0561,-1.3616,0.5328,-0.9235,1.4995,1.548,3.0388,0.2084,26
36.6569,-1.2648,-1.3066,0.7883,-0.877,1.506,1.55,2.9397,0.198,22
36.7569,-0.9496,-1.2872,0.9594,-0.836,1.509,1.551,2.8604,0.0475,19
36.8569,-1.3442,-1.1304,0.6632,-0.791,1.51,1.552,2.8404,0.3174,25
36.9569,-1.0961,-1.1623,0.5952,-0.745,1.509,1.552,2.8591,0.2014,19
37.0569,-1.1973,-1.3287,0.7193,-0.695,1.5035,1.55,2.994,0.2578,28
37.1569,-1.2376,-1.2195,0.4751,-0.642,1.495,1.546,2.9783,0.2168,21
37.2569,-1.1002,-1.1901,0.8442,-0.596,1.4825,1.5405,2.8074,0.2471,22
37.3569,-1.2545,-1.0641,0.6744,-0.551,1.4685,1.534,2.7655,0.3012,20
37.4569,-0.9495,-1.1869,0.7404,-0.503,1.45,1.527,2.7877,0.284,25
37.5569,-1.2875,-0.9146,0.9634,-0.455,1.4285,1.517,2.5475,0.1664,20
37.6569,-1.1473,-0.9265,0.9927,-0.407,1.404,1.508,2.4989,0.0743,25
37.7569,-1.0976,-0.9505,0.903,-0.364,1.3795,1.4975,2.514,0.2284,16
37.8569,-1.3507,-0.8976,0.8935,-0.318,1.352,1.485,2.545,0.1565,27
37.9569,-1.3378,-0.8241,0.8549,-0.264,1.3165,1.47,2.4726,0.1059,22
38.0569,-1.3262,-0.7384,0.9941,-0.2065,1.2765,1.4555,2.3509,0.1686,30
38.1569,-1.3088,-0.6663,1.0885,-0.142,1.225,1.437,2.2495,0.1372,29
38.2569,-1.3619,-0.5963,1.0085,-0.085,1.177,1.419,2.2234,0.1669,22
38.3569,-1.2667,-0.5589,1.1159,-0.028,1.126,1.4,2.1104,0.0716,29
38.4569,-1.2934,-0.4671,1.2332,0.027,1.071,1.38,2.0324,0.0861,20
38.5569,-1.5442,-0.438,0.8679,0.078,1.018,1.3605,2.2348,0.3186,28
38.6569,-1.4178,-0.3721,1.1228,0.1345,0.958,1.3365,2.0554,0.1588,24
38.7569,-1.4148,-0.2785,1.0728,0.186,0.901,1.315,2.0031,0.106,23
38.8569,-1.446,-0.232,1.1327,0.239,0.8425,1.2935,2.0049,0.1332,24
38.9569,-1.5308,-0.1561,1.0016,0.29,0.783,1.2715,2.0665,0.1796,22
39.0569,-1.494,-0.0907,1.0344,0.337,0.7285,1.2525,2.0177,0.1833,20
39.1569,-1.4805,0.0403,0.9383,0.385,0.6685,1.231,1.9901,0.2276,24
39.2569,-1.8034,0.1923,0.4625,0.436,0.603,1.2075,2.3956,0.1926,22
39.3569,-1.4539,0.0574,1.214,0.485,0.537,1.185,1.9975,0.199,23
39.4569,-1.5464,0.2187,1.0355,0.5375,0.466,1.1605,2.1022,0.1737,28
39.5569,-1.5559,0.1357,1.266,0.587,0.3975,1.1375,2.1627,0.0733,20
39.6569,-1.5399,0.2863,1.0669,0.629,0.3385,1.1155,2.1701,0.1374,22
39.7569,-1.511,0.3118,1.2858,0.674,0.272,1.092,2.1939,0.0829,23
39.8569,-1.553,0.3487,1.2509,0.72,0.205,1.068,2.2849,0.0831,23
39.9569,-1.8379,0.3409,1.2601,0.76,0.143,1.0485,2.614,0.1987,18
40.0569,-1.575,0.499,1.2207,0.801,0.078,1.026,2.4209,0.1165,25
40.1569,-1.4192,0.5655,1.1704,0.8445,0.0095,1.0035,2.337,0.1602,20
40.2569,-1.4452,0.664,1.3122,0.891,-0.0675,0.9785,2.4707,0.1319,30
40.3569,-1.481,0.6811,1.2976,0.938,-0.1455,0.9575,2.5789,0.1073,22
40.4569,-1.5436,0.7388,1.2707,0.979,-0.218,0.9375,2.7184,0.1217,26
40.5569,-1.4774,0.7969,1.3206,1.017,-0.289,0.916,2.7505,0.0571,19
40.6569,-1.5404,0.8448,1.2331,1.055,-0.3585,0.898,2.8803,0.1376,28
40.7569,-1.5303,0.8617,1.3093,1.1085,-0.4635,0.8705,2.9853,0.1025,32
40.8569,-1.5057,0.8952,1.3541,1.1525,-0.5455,0.8475,3.0656,0.0963,26
40.9569,-1.5809,0.8908,1.3249,1.191,-0.6165,0.8295,3.1939,0.1282,24
41.0569,-1.4758,0.9789,1.4682,1.2265,-0.68,0.8145,3.2375,0.084,22
41.1569,-1.5836,1.0299,1.3411,1.261,-0.743,0.8,3.3952,0.1155,25
41.2569,-1.4775,1.056,1.4365,1.294,-0.807,0.784,3.4026,0.0641,25
41.3569,-1.507,1.0473,1.4896,1.3255,-0.8665,0.7695,3.4935,0.1808,24
41.4569,-1.4278,1.145,1.2601,1.351,-0.926,0.758,3.5018,0.1533,23
41.5569,-1.3804,1.1712,1.4622,1.375,-0.982,0.748,3.5691,0.1263,25
41.6569,-1.3487,1.1821,1.4818,1.395,-1.035,0.74,3.6047,0.1038,20
41.7569,-1.2032,1.3203,1.5423,1.415,-1.092,0.731,3.6514,0.1535,31
41.8569,-1.2249,1.3183,1.6167,1.4335,-1.1445,0.724,3.7322,0.0763,22
41.9569,-1.3732,1.2897,1.6,1.4485,-1.188,0.7205,3.8568,0.1212,24
42.0569,-1.2037,1.3227,1.5448,1.463,-1.229,0.718,3.7823,0.1021,25
42.1569,-1.1938,1.4188,1.7768,1.4755,-1.2705,0.716,3.9348,0.1336,24
42.2569,-1.1896,1.3238,1.5993,1.485,-1.308,0.717,3.8546,0.1221,22
42.3569,-1.0102,1.4996,1.7232,1.492,-1.341,0.719,3.9164,0.0627,21
42.4569,-1.0198,1.4074,1.7369,1.499,-1.3725,0.722,3.8862,0.1525,24
42.5569,-1.0054,1.48,1.6688,1.503,-1.399,0.725,3.9334,0.0804,19
42.6569,-0.9109,1.5206,1.7112,1.507,-1.423,0.728,3.9342,0.0703,27
42.7569,-0.8851,1.5146,1.6549,1.509,-1.443,0.734,3.915,0.09,19
42.8569,-0.8461,1.523,1.4252,1.51,-1.46,0.741,3.8623,0.1967,25
42.9569,-0.7732,1.5501,1.8243,1.5075,-1.4735,0.75,3.9368,0.1116,22
43.0569,-0.7788,1.52,1.8686,1.5035,-1.4845,0.759,3.9328,0.0752,20
43.1569,-0.7223,1.5596,1.6859,1.497,-1.494,0.77,3.8844,0.0504,27
43.2569,-0.784,1.447,1.6041,1.487,-1.503,0.786,3.8117,0.2761,29
43.3569,-0.6154,1.5618,1.839,1.475,-1.507,0.8,3.8558,0.0856,25
43.4569,-0.6873,1.4468,1.4693,1.46,-1.507,0.82,3.7091,0.16,33
43.5569,-0.745,1.4404,1.5818,1.4445,-1.503,0.8385,3.743,0.1246,22
43.6569,-0.5625,1.4877,1.6529,1.4285,-1.495,0.855,3.6738,0.1269,20
43.7569,-0.5584,1.4087,1.5136,1.412,-1.483,0.871,3.5577,0.1764,23
43.8569,-0.5353,1.4408,1.7079,1.3915,-1.465,0.8905,3.5811,0.0762,26
43.9569,-0.5255,1.4103,1.5126,1.3675,-1.443,0.9145,3.476,0.1702,28
44.0569,-0.5187,1.4272,1.6585,1.344,-1.421,0.935,3.4793,0.0904,19
44.1569,-0.4603,1.4123,1.617,1.3225,-1.3985,0.9545,3.3938,0.1283,22
44.2569,-0.3067,1.323,1.619,1.3005,-1.3735,0.9735,3.2048,0.1277,20
44.3569,-0.2656,1.315,1.8045,1.275,-1.3455,0.993,3.1797,0.0625,24
44.4569,-0.2049,1.3415,1.6439,1.2465,-1.3105,1.0165,3.0876,0.0816,24
44.5569,-0.0837,1.326,1.6804,1.217,-1.274,1.04,2.9769,0.0737,23
44.6569,-0.1366,1.1703,1.7938,1.1835,-1.232,1.0645,2.8365,0.2815,26
44.7569,-0.0772,1.1438,1.3002,1.149,-1.188,1.0895,2.643,0.1091,22
44.8569,-0.0275,1.2039,1.5572,1.115,-1.144,1.1135,2.6486,0.1739,24
44.9569,0.0526,1.1844,1.4986,1.0805,-1.097,1.1355,2.5285,0.0456,22
45.0569,0.1055,1.1277,1.6041,1.041,-1.041,1.161,2.4031,0.0484,29
45.1569,0.0336,0.9517,1.0172,0.996,-0.9775,1.1885,2.1627,0.1513,26
45.2569,-0.0172,0.8347,1.2614,0.951,-0.915,1.212,2.0003,0.1695,25
45.3569,0.1239,0.8776,1.4463,0.9065,-0.851,1.2365,1.9091,0.1579,26
45.4569,0.1222,0.8667,1.3146,0.864,-0.79,1.2595,1.816,0.2293,22
45.5569,0.1768,0.8953,1.4255,0.823,-0.729,1.281,1.7541,0.1266,25
45.6569,0.3322,0.8074,1.7215,0.7765,-0.662,1.3045,1.5907,0.1052,26
45.7569,0.2753,0.771,1.5479,0.729,-0.5935,1.3265,1.4549,0.1622,24
45.8569,0.4845,0.6766,1.6386,0.678,-0.5215,1.3485,1.2478,0.0585,28
45.9569,0.4464,0.6133,1.7254,0.622,-0.4455,1.37,1.1306,0.0565,26
46.0569,0.5012,0.5924,1.6288,0.569,-0.373,1.391,0.9966,0.105,25
46.1569,0.5499,0.5474,1.6082,0.514,-0.3,1.411,0.8708,0.1047,27
46.2569,0.616,0.4759,1.584,0.458,-0.226,1.428,0.7362,0.1192,25
46.3569,0.6734,0.4256,1.5883,0.397,-0.144,1.447,0.6486,0.0692,31
46.4569,0.6863,0.294,1.5737,0.345,-0.0735,1.4615,0.5139,0.0508,14
46.5569,0.6895,0.4069,1.1294,0.296,-0.006,1.474,0.6664,0.1358,23
46.6569,0.6348,0.3194,0.9792,0.24,0.067,1.487,0.691,0.1901,25
46.7569,0.6094,0.121,0.5818,0.188,0.138,1.498,1.0086,0.1497,19
46.8569,0.6807,0.3002,0.7631,0.1375,0.2065,1.5055,0.9247,0.3167,24
46.9569,0.837,-0.0772,1.0416,0.0795,0.285,1.515,0.9639,0.1332,26
47.0569,0.7802,-0.0639,0.9657,0.0165,0.371,1.5225,1.0404,0.1758,28
47.1569,0.756,-0.171,0.9758,-0.036,0.4435,1.526,1.1435,0.1834,20
47.2569,0.917,-0.2205,1.0706,-0.088,0.512,1.53,1.3258,0.1995,27
47.3569,0.8716,-0.2412,0.7807,-0.145,0.584,1.534,1.5106,0.2007,25
47.4569,0.9509,-0.4605,0.8615,-0.194,0.644,1.534,1.7271,0.1602,19
47.5569,1.035,-0.444,0.881,-0.246,0.707,1.535,1.8421,0.1466,24
47.6569,0.9251,-0.4075,0.7261,-0.296,0.766,1.535,1.8768,0.1814,22
47.7569,1.0437,-0.5277,0.948,-0.345,0.823,1.532,2.0233,0.1287,23
47.8569,1.0113,-0.7183,0.8372,-0.399,0.884,1.526,2.2429,0.1818,25
47.9569,1.0565,-0.6801,1.1785,-0.454,0.944,1.521,2.2443,0.188,25
48.0569,1.2069,-0.718,1.1001,-0.5055,1.001,1.513,2.4612,0.1392,24
48.1569,1.2318,-0.721,0.9116,-0.561,1.059,1.502,2.5944,0.1,28
48.2569,1.2569,-0.7386,0.8893,-0.616,1.115,1.491,2.7029,0.0863,24
48.3569,1.2871,-0.8198,0.8891,-0.671,1.169,1.478,2.8524,0.0748,29
48.4569,1.3387,-0.8573,0.7718,-0.724,1.219,1.464,3.0074,0.0513,24
48.5569,1.3028,-0.9109,0.8576,-0.775,1.264,1.451,3.0659,0.0544,28
48.6569,1.3113,-0.9486,0.7987,-0.822,1.3035,1.4365,3.167,0.0663,22
48.7569,1.3658,-1.0005,0.6661,-0.87,1.3425,1.4185,3.3248,0.0832,30
48.8569,1.3463,-1.0819,0.7645,-0.922,1.3785,1.3995,3.4062,0.1381,26
48.9569,1.4031,-1.0855,0.6718,-0.966,1.408,1.38,3.5117,0.0978,24
49.0569,1.4208,-1.1502,0.7337,-1.01,1.435,1.359,3.6032,0.0984,27
49.1569,1.3242,-0.6787,1.3156,-1.052,1.4575,1.3395,3.1953,0.291,24
49.2569,1.3737,-1.1384,0.5934,-1.086,1.474,1.322,3.6614,0.1208,19
49.3569,1.4138,-1.0886,1.0291,-1.117,1.488,1.305,3.6222,0.2071,21
49.4569,1.497,-1.2941,0.6328,-1.152,1.499,1.284,3.9042,0.0796,23
49.5569,1.5283,-1.2727,0.6606,-1.1895,1.5075,1.2605,3.934,0.1121,24
49.6569,1.4926,-1.2834,0.7532,-1.2175,1.51,1.2425,3.9227,0.1015,16
49.7569,1.5693,-1.3478,0.6691,-1.248,1.51,1.221,4.0508,0.0604,29
49.8569,1.4968,-1.3695,0.688,-1.284,1.506,1.195,4.0322,0.0724,30
49.9569,1.4787,-1.4493,0.5005,-1.317,1.496,1.167,4.1152,0.1145,27
50.0569,1.5658,-1.4034,0.7359,-1.3495,1.482,1.1375,4.1214,0.1344,30
50.1569,1.6359,-1.3864,0.9133,-1.3785,1.4625,1.1105,4.1523,0.0823,26
50.2569,1.5821,-1.4411,0.8054,-1.402,1.44,1.084,4.1573,0.0514,27
50.3569,1.5441,-1.3936,0.757,-1.4235,1.4135,1.0585,4.0961,0.0786,28
50.4569,1.5307,-1.4304,0.706,-1.4415,1.3875,1.0345,4.1088,0.0626,20
50.5569,1.5318,-1.4934,0.6095,-1.4545,1.3645,1.0155,4.1533,0.0381,18
50.6569,1.5565,-1.4273,0.7995,-1.4695,1.3295,0.993,4.098,0.1135,26
50.7569,1.532,-1.4431,0.8059,-1.483,1.293,0.971,4.0748,0.0762,23
50.8569,1.5708,-1.4429,0.9947,-1.497,1.2515,0.9475,4.0833,0.1529,28
50.9569,1.5074,-1.4689,0.8419,-1.51,1.205,0.925,4.0326,0.1187,25
51.0569,1.5441,-1.4981,0.8239,-1.519,1.16,0.9045,4.0565,0.0686,24
51.1569,1.5401,-1.4547,0.8688,-1.526,1.106,0.883,3.9948,0.1306,29
51.2569,1.5118,-1.4491,1.1519,-1.529,1.053,0.866,3.9482,0.1914,19
51.3569,1.4926,-1.462,0.868,-1.53,1.0035,0.8495,3.9007,0.0955,26
51.4569,1.4575,-1.482,0.9499,-1.5285,0.9435,0.8315,3.8488,0.0776,26
51.5569,1.4844,-1.4105,0.8742,-1.524,0.8765,0.814,3.7795,0.0756,30
51.6569,1.4276,-1.4577,0.8023,-1.518,0.8105,0.7985,3.7177,0.1421,24
51.7569,1.4416,-1.501,0.8718,-1.509,0.746,0.786,3.7098,0.187,27
51.8569,1.452,-1.4512,0.8864,-1.499,0.6795,0.7745,3.6415,0.1851,24
51.9569,1.2303,-1.5146,0.7248,-1.488,0.617,0.767,3.4547,0.1031,22
52.0569,1.3054,-1.4342,0.8365,-1.4755,0.5555,0.761,3.4203,0.0751,22
52.1569,1.2112,-1.3522,0.9124,-1.459,0.482,0.756,3.2433,0.1258,27
52.2569,1.1708,-1.262,1.2385,-1.439,0.402,0.751,3.1333,0.2397,29
52.3569,1.1915,-1.4044,1.0998,-1.414,0.314,0.744,3.1413,0.14,33
52.4569,1.2231,-1.2686,1.2472,-1.387,0.229,0.743,3.0512,0.0721,25
52.5569,1.1498,-1.3027,1.0368,-1.363,0.157,0.743,2.9208,0.0951,23
52.6569,1.1738,-1.276,1.0506,-1.338,0.089,0.744,2.8752,0.1927,23
52.7569,1.0496,-1.1542,1.2066,-1.3115,0.017,0.745,2.6757,0.1946,26
52.8569,1.0993,-1.0746,1.4073,-1.281,-0.06,0.749,2.6699,0.044,27
52.9569,1.0102,-1.1764,1.0305,-1.249,-0.14,0.754,2.5009,0.1407,27
53.0569,1.0191,-0.9973,1.377,-1.214,-0.219,0.762,2.4435,0.1115,27
53.1569,1.0677,-0.9666,1.476,-1.181,-0.29,0.77,2.4521,0.0355,19
53.2569,0.9095,-0.9133,1.2505,-1.153,-0.349,0.779,2.1897,0.1539,21
53.3569,1.004,-0.8184,1.5588,-1.1195,-0.4165,0.789,2.2942,0.0913,24
53.4569,0.9097,-0.738,1.6753,-1.083,-0.482,0.801,2.191,0.0944,21
53.5569,0.8801,-0.7769,1.4555,-1.043,-0.5505,0.8135,2.04,0.1093,26
53.6569,0.9352,-0.6561,1.5751,-1.005,-0.613,0.826,2.0803,0.0871,17
53.7569,0.6915,-0.6113,1.2144,-0.97,-0.665,0.839,1.7043,0.1296,21
53.8569,0.6371,-0.5825,1.1278,-0.926,-0.727,0.854,1.5934,0.1533,23
53.9569,0.7293,-0.4863,1.5092,-0.882,-0.79,0.8715,1.7594,0.1444,24
54.0569,1.2798,-0.5837,1.2593,-0.8425,-0.8465,0.8885,2.1704,0.8265,18
54.1569,0.5853,-0.365,1.5057,-0.798,-0.909,0.907,1.6025,0.0671,29
54.2569,0.5916,-0.3049,1.7908,-0.75,-0.971,0.9275,1.7288,0.0866,20
54.3569,0.2295,-0.099,1.325,-0.713,-1.016,0.9435,1.3692,0.4014,18
54.4569,0.4869,-0.2301,1.8064,-0.672,-1.062,0.962,1.6577,0.0716,24
54.5569,0.4331,-0.1694,1.8355,-0.628,-1.11,0.983,1.6545,0.0999,21
54.6569,0.2496,-0.0624,1.6771,-0.583,-1.155,1.004,1.5297,0.1538,25
54.7569,0.3249,0.0376,1.9044,-0.54,-1.194,1.0255,1.7428,0.0608,18
54.8569,0.0919,0.1017,1.7367,-0.4975,-1.2305,1.0465,1.612,0.18,24
54.9569,0.2413,0.1529,1.7867,-0.447,-1.27,1.07,1.7356,0.0882,25
55.0569,0.1429,0.2081,1.5933,-0.392,-1.309,1.095,1.684,0.0806,27
55.1569,0.1315,0.2462,1.8269,-0.339,-1.341,1.119,1.8005,0.0574,21
55.2569,0.122,0.3461,1.7508,-0.283,-1.371,1.1445,1.8655,0.0787,28
55.3569,0.0862,0.3889,1.7729,-0.224,-1.4,1.171,1.9128,0.0754,23
55.4569,-0.2632,0.5725,1.3328,-0.169,-1.4245,1.1975,2.0038,0.2532,20
55.5569,-0.1073,0.5482,1.7,-0.116,-1.4475,1.222,2.0521,0.1432,26
55.6569,-0.0462,0.6233,1.7033,-0.06,-1.469,1.247,2.1416,0.1291,23
55.7569,-0.1081,0.6464,1.6565,-0.008,-1.484,1.268,2.1678,0.171,25
55.8569,-0.1061,0.7515,1.7829,0.038,-1.4955,1.2885,2.3052,0.0541,18
55.9569,-0.2749,0.8429,1.8816,0.086,-1.5,1.3075,2.4391,0.1478,24
56.0569,-0.2764,0.8217,1.7703,0.134,-1.503,1.3275,2.4018,0.0745,18
56.1569,-0.2812,0.9753,1.795,0.187,-1.503,1.348,2.5614,0.1125,27
56.2569,-0.336,0.9173,1.8047,0.244,-1.501,1.3705,2.5245,0.1005,22
56.3569,-0.3451,0.973,1.8403,0.3,-1.495,1.393,2.5898,0.1404,27
56.4569,-0.388,0.9322,1.7073,0.358,-1.485,1.415,2.5465,0.1336,26
56.5569,-0.4976,1.0047,1.4659,0.408,-1.473,1.434,2.6382,0.0753,21
56.6569,-0.5828,1.0939,1.6263,0.454,-1.461,1.451,2.7628,0.0745,23
56.7569,-0.6142,1.0694,1.6433,0.507,-1.4445,1.4705,2.758,0.1597,26
56.8569,-0.4841,1.2469,1.656,0.561,-1.4245,1.4885,2.8735,0.1835,24
56.9569,-0.747,1.1723,1.3623,0.612,-1.402,1.503,2.9144,0.1513,25
57.0569,-0.7751,1.1634,1.5593,0.667,-1.372,1.519,2.9171,0.167,28
57.1569,-0.7798,1.1969,1.5525,0.717,-1.338,1.533,2.9439,0.1179,23
57.2569,-0.7999,1.3265,1.5853,0.764,-1.3,1.544,3.0571,0.1194,27
57.3569,-0.8577,1.3266,1.4767,0.809,-1.258,1.5555,3.0764,0.1156,22
57.4569,-0.9601,1.3508,1.4209,0.855,-1.2105,1.566,3.1426,0.1457,28
57.5569,-1.1665,1.2528,1.2377,0.901,-1.161,1.575,3.1961,0.2818,23
57.6569,-0.9594,1.3966,1.5324,0.948,-1.104,1.5825,3.1454,0.1023,24
57.7569,-1.0058,1.3978,1.5136,0.992,-1.046,1.587,3.1573,0.125,25
57.8569,-1.0416,1.4622,1.3834,1.033,-0.987,1.591,3.2164,0.0765,22
57.9569,-1.0507,1.5009,1.4353,1.0715,-0.929,1.594,3.2301,0.0628,24
58.0569,-1.0877,1.5326,1.2909,1.111,-0.8675,1.594,3.2691,0.0793,26
58.1569,-1.1121,1.5556,1.4338,1.147,-0.807,1.593,3.2727,0.0573,21
58.2569,-1.1298,1.5396,1.4635,1.177,-0.754,1.59,3.2554,0.0567,19
58.3569,-1.1443,1.5456,1.3816,1.208,-0.693,1.585,3.2537,0.0401,25
58.4569,-1.1987,1.5678,1.3556,1.241,-0.622,1.579,3.286,0.0915,25
58.5569,-1.2704,1.5236,1.1727,1.2745,-0.5465,1.5725,3.3048,0.1167,28
58.6569,-1.267,1.5496,1.2296,1.304,-0.471,1.564,3.287,0.0513,25
58.7569,-1.2267,1.5355,1.3911,1.33,-0.401,1.554,3.2114,0.1385,23
58.8569,-1.3098,1.5021,1.2693,1.3495,-0.3445,1.5465,3.2494,0.0773,16
58.9569,-1.3603,1.4871,1.2333,1.371,-0.276,1.535,3.2649,0.1383,29
59.0569,-1.3618,1.498,1.3306,1.395,-0.191,1.5195,3.2386,0.0821,28
59.1569,-1.3567,1.4743,1.229,1.417,-0.107,1.504,3.2046,0.1081,25
59.2569,-1.3607,1.483,1.2228,1.435,-0.0305,1.489,3.1902,0.0538,26
59.3569,-1.3869,1.4445,1.0879,1.4515,0.0425,1.4725,3.189,0.0712,20
59.4569,-1.446,1.3946,1.1245,1.465,0.109,1.456,3.1994,0.0503,25
59.5569,-1.392,1.4052,1.0952,1.477,0.182,1.436,3.1375,0.0579,25
59.6569,-1.4027,1.3617,1.2582,1.488,0.2575,1.4155,3.0984,0.1428,26
59.7569,-1.4326,1.3918,0.9405,1.496,0.3305,1.3945,3.1479,0.0634,24
59.8569,-1.4166,1.3499,1.164,1.502,0.401,1.374,3.0762,0.1102,25
59.9569,-1.4248,1.3184,1.095,1.5075,0.4745,1.3505,3.062,0.0611,28
60.0569,-1.4508,1.3122,1.1093,1.51,0.542,1.33,3.0672,0.085,19
60.1569,-1.4397,1.2664,1.0183,1.51,0.6055,1.3095,3.0368,0.1298,28
60.2569,-1.5462,1.224,0.9438,1.507,0.671,1.286,3.1217,0.0493,21
60.3569,-1.4725,1.2204,1.0734,1.5,0.735,1.262,3.0178,0.0847,27
