time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
7.2569,1.4148,0.0216,1.9571,1.418,0.061,1.516,0.4429,0.0503,21
7.3569,1.2599,0.0365,1.8873,1.446,0.099,1.497,0.4369,0.1471,23
7.4569,1.3352,-0.1074,1.5637,1.465,0.149,1.4755,0.3006,0.1889,22
7.5569,1.2877,-0.0252,1.7483,1.474,0.2055,1.4555,0.4167,0.1137,20
7.6569,1.0915,-0.1135,1.9488,1.475,0.271,1.433,0.749,0.1685,25
7.7569,1.3486,0.0962,2.1496,1.468,0.346,1.409,0.7907,0.1743,23
7.8569,1.3351,-0.0233,1.7566,1.452,0.427,1.381,0.5979,0.1685,29
7.9569,1.3421,-0.0371,1.5521,1.431,0.51,1.353,0.589,0.2022,25
8.0569,1.336,-0.0296,1.5043,1.412,0.588,1.329,0.6465,0.2111,23
8.1569,1.3638,0.0002,1.7427,1.398,0.646,1.31,0.7781,0.0935,17
8.2569,1.3813,-0.0797,1.7748,1.383,0.7085,1.2895,0.9257,0.1926,28
8.3569,1.3212,-0.1212,1.262,1.367,0.774,1.2675,0.8964,0.2101,22
8.4569,1.4668,0.0836,1.7849,1.349,0.838,1.246,0.9345,0.0469,28
8.5569,1.496,0.1373,1.904,1.326,0.903,1.225,1.0374,0.048,25
8.6569,1.5561,0.1912,1.8715,1.3025,0.9665,1.2055,1.0531,0.0833,28
8.7569,1.5553,0.1977,1.8173,1.277,1.026,1.188,1.0768,0.0782,21
8.8569,1.6234,0.3057,2.0429,1.255,1.071,1.1745,1.2147,0.083,20
8.9569,1.6096,0.3355,1.7857,1.229,1.12,1.159,1.0738,0.0347,23
9.0569,1.4456,0.2129,1.2281,1.2035,1.162,1.146,0.9829,0.3053,18
9.1569,1.3556,0.2477,1.105,1.1765,1.201,1.134,0.9704,0.2519,22
9.2569,1.4524,0.4331,1.322,1.142,1.246,1.12,0.8933,0.1624,25
9.3569,1.4185,0.5526,1.2321,1.1075,1.285,1.112,0.8047,0.1707,22
9.4569,1.4637,0.5961,1.554,1.0745,1.318,1.1055,0.9347,0.061,22
9.5569,1.4618,0.6734,1.6969,1.032,1.351,1.097,1.0018,0.0477,29
9.6569,1.4721,0.7287,1.6146,0.988,1.38,1.091,0.9658,0.1362,21
9.7569,1.4028,0.8436,1.6129,0.949,1.402,1.086,0.8919,0.0518,21
9.8569,1.4199,0.8458,1.4924,0.903,1.426,1.083,0.8783,0.0412,25
9.9569,1.4284,0.9206,1.5096,0.853,1.447,1.082,0.8894,0.0488,29
10.0569,1.3782,0.9103,1.3167,0.799,1.467,1.081,0.8372,0.0645,29
10.1569,1.431,0.9632,1.2746,0.7505,1.4805,1.085,0.8755,0.0488,22
10.2569,1.3098,1.0058,1.2588,0.702,1.491,1.087,0.7965,0.0898,26
10.3569,1.2382,1.1323,1.2796,0.658,1.498,1.089,0.7118,0.1934,17
10.4569,1.1824,1.1767,1.1323,0.618,1.502,1.092,0.6527,0.1936,22
10.5569,1.0935,1.2647,1.1418,0.574,1.503,1.097,0.5733,0.2072,19
10.6569,1.1651,1.2119,0.9945,0.531,1.502,1.104,0.7058,0.1921,22
10.7569,1.1766,1.3309,1.303,0.491,1.498,1.112,0.731,0.1413,18
10.8569,1.1778,1.3496,1.3514,0.423,1.487,1.1245,0.8001,0.1101,22
10.9569,1.1399,1.2821,1.2374,0.374,1.476,1.137,0.7964,0.1286,23
11.0569,1.1457,1.3636,1.3881,0.322,1.46,1.152,0.8623,0.0854,25
11.1569,1.0748,1.3948,1.2671,0.266,1.4395,1.168,0.8161,0.0517,24
11.2569,0.9262,1.3693,1.081,0.217,1.417,1.182,0.718,0.201,19
11.3569,1.0667,1.4093,1.3474,0.163,1.3905,1.1985,0.9161,0.0655,28
11.4569,1.0052,1.4412,1.2665,0.109,1.361,1.215,0.9013,0.0535,19
11.5569,0.9219,1.4501,1.2372,0.059,1.333,1.23,0.8708,0.065,25
11.6569,0.7656,1.5235,1.0397,0.004,1.298,1.25,0.8217,0.1723,25
11.7569,0.7392,1.4997,1.2409,-0.047,1.26,1.268,0.8224,0.1664,22
11.8569,0.7097,1.5778,1.1647,-0.095,1.221,1.2855,0.8885,0.1716,22
11.9569,0.775,1.5084,1.2847,-0.15,1.172,1.307,0.9846,0.0875,29
12.0569,0.6558,1.5905,1.0038,-0.206,1.119,1.327,1.0342,0.2045,21
12.1569,0.8036,1.5052,1.2999,-0.251,1.075,1.344,1.1398,0.2829,19
12.2569,0.7198,1.4396,1.464,-0.298,1.03,1.3625,1.1018,0.2386,22
12.3569,0.5547,1.6032,1.1873,-0.347,0.981,1.381,1.1126,0.1894,21
12.4569,0.4211,1.6391,1.1486,-0.3995,0.925,1.4015,1.1168,0.2376,26
12.5569,0.313,1.5495,0.8823,-0.453,0.862,1.4255,1.1638,0.1819,24
12.6569,0.3573,1.6538,1.2212,-0.498,0.805,1.445,1.2256,0.1463,19
12.7569,0.3924,1.5366,1.3558,-0.55,0.7385,1.4665,1.2399,0.1237,30
12.8569,0.2537,1.5558,1.2707,-0.611,0.6575,1.492,1.2664,0.137,26
12.9569,0.2648,1.5473,1.2484,-0.661,0.588,1.514,1.3593,0.1306,23
13.0569,0.2676,1.4485,1.2793,-0.707,0.521,1.535,1.3695,0.0793,23
13.1569,0.1334,1.3984,1.3021,-0.752,0.453,1.556,1.3199,0.239,23
13.2569,0.2626,1.4691,1.2423,-0.797,0.3865,1.5755,1.5511,0.1306,22
13.3569,0.5102,0.738,1.0831,-0.839,0.324,1.593,1.5006,2.0045,21
13.4569,0.1138,1.412,1.458,-0.8865,0.252,1.6125,1.5395,0.0697,26
13.5569,-0.4466,0.1964,-2.1019,-0.932,0.182,1.6315,3.7648,1.9659,20
13.6569,0.0307,1.3611,1.5391,-0.969,0.121,1.645,1.5964,0.0394,19
13.7569,-0.0907,1.2603,1.5113,-1.0095,0.052,1.661,1.5253,0.0741,26
13.8569,-0.1487,1.2199,1.473,-1.0515,-0.02,1.6785,1.5474,0.1137,24
13.9569,-0.1575,1.1577,1.4131,-1.097,-0.108,1.6975,1.6018,0.1014,34
14.0569,-0.1701,1.1714,1.5768,-1.139,-0.193,1.714,1.679,0.0535,23
14.1569,-0.1574,1.1131,1.6685,-1.175,-0.27,1.728,1.7182,0.0623,29
14.2569,-0.1756,1.1166,1.5498,-1.21,-0.345,1.74,1.8007,0.0491,21
14.3569,-0.4086,0.9144,1.4611,-1.237,-0.4065,1.748,1.5854,0.0788,20
14.4569,-0.5969,0.7979,1.4889,-1.2665,-0.473,1.7565,1.4612,0.1745,24
14.5569,-0.3453,0.894,1.4144,-1.3,-0.551,1.765,1.767,0.1469,31
14.6569,-0.5473,0.7867,1.5008,-1.3285,-0.6195,1.7715,1.6312,0.198,18
14.7569,-0.4262,0.852,1.5414,-1.3535,-0.6815,1.777,1.8075,0.0542,26
14.8569,-0.5238,0.7222,1.9304,-1.3795,-0.7475,1.781,1.7072,0.2039,24
14.9569,-0.5412,0.6312,1.7048,-1.402,-0.81,1.782,1.6805,0.189,23
15.0569,-0.7525,0.6132,1.5995,-1.423,-0.869,1.785,1.6373,0.0672,25
15.1569,-0.7383,0.5724,1.5624,-1.4425,-0.9305,1.784,1.6744,0.088,26
15.2569,-0.773,0.4987,1.6396,-1.4615,-0.99,1.781,1.6463,0.0568,24
15.3569,-0.8479,0.4652,1.7301,-1.4775,-1.043,1.777,1.635,0.0936,24
15.4569,-0.7862,0.405,1.7388,-1.4935,-1.098,1.7715,1.6615,0.0829,28
15.5569,-0.9076,0.3542,1.7801,-1.507,-1.155,1.764,1.624,0.0817,28
15.6569,-1.0045,0.2497,1.8239,-1.5175,-1.2035,1.7565,1.5425,0.0668,24
15.7569,-0.7962,0.3153,1.8926,-1.525,-1.2475,1.748,1.7304,0.0965,26
15.8569,-0.9471,0.1505,1.8936,-1.532,-1.288,1.7355,1.5609,0.0779,26
15.9569,-1.0896,0.2279,2.1593,-1.536,-1.324,1.724,1.6724,0.0859,21
16.0569,-1.1061,-0.0005,1.8927,-1.538,-1.354,1.711,1.4323,0.1444,24
16.1569,-1.0816,-0.0452,1.9107,-1.538,-1.382,1.696,1.4288,0.0754,23
16.2569,-1.1636,-0.1136,1.8474,-1.5345,-1.409,1.6815,1.3577,0.1035,24
16.3569,-1.1519,-0.1611,1.8218,-1.529,-1.434,1.665,1.3368,0.074,25
16.4569,-1.1776,-0.2121,1.8731,-1.523,-1.454,1.6455,1.309,0.0784,22
16.5569,-1.1798,-0.2924,1.9273,-1.5165,-1.469,1.6285,1.2598,0.0586,22
16.6569,-1.2032,-0.3547,1.8443,-1.506,-1.484,1.608,1.1929,0.0658,27
16.7569,-1.2779,-0.4299,1.9892,-1.4915,-1.4945,1.5855,1.1584,0.0692,24
16.8569,-1.2792,-0.4512,1.9858,-1.4745,-1.5015,1.5635,1.1488,0.085,28
16.9569,-1.2347,-0.5353,1.6702,-1.455,-1.504,1.54,1.002,0.0689,23
17.0569,-1.253,-0.607,1.6963,-1.4325,-1.502,1.5165,0.9303,0.0547,28
17.1569,-1.2618,-0.4401,1.5907,-1.4085,-1.497,1.4925,1.0716,0.2955,20
17.2569,-1.2591,-0.6747,1.857,-1.384,-1.49,1.47,0.9111,0.0789,27
17.3569,-1.2234,-0.735,1.741,-1.3525,-1.4765,1.4405,0.8104,0.1275,30
17.4569,-1.2964,-0.8114,1.7688,-1.322,-1.459,1.413,0.7394,0.0956,23
17.5569,-1.2859,-0.8395,1.8203,-1.291,-1.439,1.388,0.7391,0.0397,23
17.6569,-1.454,-0.8687,2.1963,-1.262,-1.416,1.364,1.0144,0.2213,15
17.7569,-1.5034,-1.0136,1.9032,-1.233,-1.3925,1.3425,0.7288,0.1592,26
17.8569,-1.48,-1.0008,1.8368,-1.1975,-1.3625,1.3175,0.693,0.108,22
17.9569,-1.5191,-1.0224,1.7041,-1.162,-1.33,1.2915,0.6264,0.1676,26
18.0569,-1.5242,-1.1024,1.9158,-1.126,-1.293,1.267,0.7847,0.0504,21
18.1569,-1.6214,-1.2127,2.0094,-1.096,-1.26,1.246,0.9279,0.1249,19
18.2569,-1.6289,-1.2005,1.8664,-1.0585,-1.215,1.2205,0.8618,0.1541,30
18.3569,-1.6629,-1.1435,1.7014,-1.0135,-1.157,1.1905,0.8264,0.1805,28
18.4569,-1.7241,-1.202,1.751,-0.969,-1.0995,1.1625,0.9629,0.1998,28
18.5569,-1.6575,-1.2795,1.6007,-0.925,-1.045,1.138,0.8975,0.1748,21
18.6569,-1.6195,-1.2805,1.8058,-0.891,-1.004,1.12,1.038,0.2167,17
18.7569,-1.5526,-1.3339,1.8128,-0.851,-0.957,1.1005,1.0685,0.1139,26
18.8569,-1.6013,-1.3903,1.733,-0.804,-0.902,1.079,1.1409,0.1409,23
18.9569,-1.7253,-1.4198,1.7959,-0.761,-0.851,1.061,1.3392,0.1315,19
19.0569,-1.572,-1.3873,1.8434,-0.721,-0.804,1.045,1.3046,0.0465,21
19.1569,-1.6108,-1.3457,1.7807,-0.679,-0.752,1.029,1.3363,0.2077,21
19.2569,-1.603,-1.4854,1.6478,-0.634,-0.694,1.013,1.4029,0.1431,23
19.3569,-1.5316,-1.4164,1.6996,-0.584,-0.628,0.996,1.4194,0.1228,25
19.4569,-1.3734,-1.4693,1.9078,-0.536,-0.565,0.9805,1.5424,0.1275,20
19.5569,-1.5645,-1.4434,1.5876,-0.488,-0.501,0.967,1.5595,0.1154,24
19.6569,-1.5401,-1.4497,1.857,-0.436,-0.429,0.953,1.7544,0.1015,25
19.7569,-1.4492,-1.6007,1.946,-0.39,-0.365,0.941,1.9128,0.1926,18
19.8569,-1.4671,-1.5296,1.7649,-0.35,-0.3095,0.932,1.8522,0.1589,20
19.9569,-1.3906,-1.5242,1.6708,-0.3005,-0.2385,0.922,1.8445,0.0861,26
20.0569,-1.367,-1.5527,1.6706,-0.247,-0.162,0.914,1.9394,0.0797,23
20.1569,-1.4308,-1.5824,1.6067,-0.203,-0.103,0.909,2.0452,0.1114,15
20.2569,-1.382,-1.6036,1.7075,-0.16,-0.044,0.904,2.138,0.0839,20
20.3569,-1.3824,-1.5499,1.5642,-0.1115,0.0215,0.9,2.1273,0.0596,24
20.4569,-1.3514,-1.5806,1.6002,-0.061,0.088,0.897,2.2235,0.047,19
20.5569,-1.3304,-1.5235,1.5112,-0.0105,0.1545,0.894,2.2224,0.0682,26
20.6569,-1.3863,-1.4782,1.4243,0.041,0.224,0.892,2.2843,0.048,21
20.7569,-1.4299,-1.4673,1.3431,0.096,0.2965,0.892,2.3754,0.1115,28
20.8569,-1.3221,-1.4765,1.2945,0.151,0.37,0.893,2.396,0.156,21
20.9569,-1.3069,-1.5189,1.3237,0.201,0.437,0.8955,2.5065,0.1362,24
21.0569,-1.2392,-1.399,1.4465,0.2555,0.5065,0.9,2.4827,0.1355,24
21.1569,-1.1559,-1.3941,1.5221,0.3055,0.567,0.905,2.5224,0.1038,20
21.2569,-2.2213,-1.1815,2.4983,0.343,0.6125,0.9095,3.5098,1.3252,14
21.3569,-1.0639,-1.3492,1.4579,0.386,0.663,0.916,2.5387,0.039,23
21.4569,-1.0589,-1.2839,1.2929,0.441,0.727,0.927,2.5352,0.1293,27
21.5569,-1.1371,-1.2046,1.2816,0.494,0.788,0.938,2.5979,0.1052,22
21.6569,-1.017,-1.2129,1.3552,0.546,0.85,0.949,2.6199,0.1158,27
21.7569,-0.9527,-1.1492,1.4111,0.596,0.911,0.961,2.6164,0.086,21
21.8569,-0.8807,-1.2054,1.383,0.64,0.965,0.972,2.6818,0.0878,22
21.9569,-0.8715,-1.0545,1.4128,0.684,1.019,0.984,2.6273,0.0987,22
22.0569,-0.8496,-1.0545,1.3315,0.728,1.071,0.998,2.6679,0.1402,24
22.1569,-0.7572,-0.9395,1.4102,0.77,1.117,1.012,2.5923,0.123,19
22.2569,-0.9619,-0.9386,1.0308,0.812,1.163,1.027,2.7502,0.1873,26
22.3569,-0.771,-0.9095,1.236,0.865,1.215,1.048,2.688,0.1403,30
22.4569,-0.8235,-0.8693,1.246,0.913,1.2585,1.0685,2.7521,0.2015,22
22.5569,-0.7173,-0.8748,1.2006,0.955,1.293,1.087,2.7403,0.1806,23
22.6569,-0.5862,-0.7387,1.3419,0.989,1.32,1.1035,2.6032,0.0988,16
22.7569,-0.7101,-0.8179,0.8211,1.024,1.348,1.121,2.7907,0.2388,23
22.8569,-0.5495,-0.6353,1.2601,1.061,1.3775,1.1405,2.5806,0.0506,24
22.9569,-0.4752,-0.5594,1.2781,1.0985,1.405,1.163,2.5196,0.1545,22
23.0569,-0.3925,-0.3315,1.29,1.132,1.427,1.183,2.3298,0.1616,23
23.1569,-0.4267,-0.3326,0.7755,1.1665,1.447,1.2055,2.4269,0.1837,24
23.2569,-0.331,-0.2652,1.3147,1.196,1.462,1.226,2.3072,0.1753,17
23.3569,-0.2813,-0.1551,1.357,1.2255,1.4765,1.246,2.2238,0.2239,28
23.4569,-0.288,-0.2978,0.9569,1.254,1.49,1.267,2.3813,0.2002,19
23.5569,-0.278,-0.1532,0.9869,1.2775,1.498,1.2865,2.2882,0.2846,18
23.6569,-0.3279,0.0146,0.6834,1.303,1.505,1.309,2.2962,0.1896,27
23.7569,-0.4134,-0.1356,0.6068,1.329,1.509,1.332,2.5033,0.1493,21
23.8569,-0.1734,-0.0029,1.1027,1.351,1.508,1.352,2.1607,0.112,21
23.9569,-0.0819,0.1577,1.0903,1.374,1.503,1.3735,2.0024,0.1911,24
24.0569,-0.0913,0.1915,1.0498,1.3955,1.495,1.3945,2.0071,0.1486,22
24.1569,0.0807,0.2191,0.9828,1.416,1.484,1.416,1.8896,0.1515,27
24.2569,0.0198,0.3281,1.0912,1.4365,1.469,1.4395,1.852,0.1904,26
24.3569,0.0454,0.4212,1.0576,1.453,1.451,1.46,1.7899,0.2058,21
24.4569,0.1708,0.445,0.9756,1.467,1.43,1.48,1.7044,0.1721,25
24.5569,0.1305,0.4404,1.0127,1.4805,1.4055,1.4975,1.7288,0.1138,18
24.6569,0.1209,0.5395,1.0477,1.4915,1.38,1.5135,1.6739,0.1336,26
24.7569,0.2248,0.5609,1.0343,1.501,1.35,1.5305,1.5804,0.0694,24
24.8569,0.2751,0.6746,1.0296,1.507,1.318,1.546,1.4827,0.1066,23
24.9569,0.3595,0.706,1.048,1.511,1.2785,1.561,1.3845,0.0835,28
25.0569,0.374,0.7518,0.9751,1.513,1.233,1.576,1.3747,0.0878,23
25.1569,0.4919,0.75,1.2018,1.513,1.1835,1.5875,1.1744,0.1205,28
25.2569,0.5979,0.8186,1.2066,1.51,1.126,1.5995,1.0396,0.0633,28
25.3569,0.6057,0.8845,1.2458,1.506,1.076,1.608,0.9892,0.0386,19
25.4569,0.6564,0.9243,1.1386,1.5,1.027,1.617,0.9752,0.1489,24
25.5569,0.6871,0.9236,1.3777,1.49,0.964,1.625,0.8411,0.1146,25
25.6569,0.683,0.9915,1.222,1.48,0.904,1.63,0.8997,0.1872,23
25.7569,0.7768,1.0325,1.3648,1.466,0.836,1.637,0.7666,0.0641,31
25.8569,0.7985,1.087,1.3389,1.448,0.763,1.64,0.7858,0.0544,27
25.9569,0.7764,1.1138,1.1952,1.4285,0.6915,1.641,0.8957,0.1381,24
26.0569,0.8561,1.2216,1.2146,1.407,0.616,1.64,0.9226,0.047,29
26.1569,0.9485,1.1846,1.2458,1.383,0.537,1.637,0.8725,0.0597,29
26.2569,0.9605,1.2618,1.1527,1.356,0.457,1.6315,1.0165,0.0654,28
26.3569,0.9985,1.2871,1.1985,1.3305,0.3865,1.626,1.0507,0.0387,20
26.4569,1.022,1.3002,1.2339,1.306,0.3185,1.62,1.0924,0.0906,26
26.5569,1.0923,1.3477,1.2867,1.276,0.238,1.611,1.1706,0.0802,27
26.6569,1.0692,1.4762,1.3227,1.2445,0.16,1.601,1.3567,0.1022,24
26.7569,1.0731,1.4768,1.151,1.212,0.083,1.589,1.4676,0.1185,25
26.8569,1.0837,1.3278,1.2783,1.174,0.0005,1.5735,1.3628,0.2491,30
26.9569,1.2141,1.3823,1.4304,1.133,-0.078,1.557,1.468,0.0778,25
27.0569,1.2083,1.4199,1.2286,1.098,-0.143,1.543,1.598,0.1351,21
27.1569,1.2483,1.4446,1.5134,1.057,-0.2145,1.5255,1.6701,0.0911,30
27.2569,1.2708,1.4414,1.4126,1.014,-0.2895,1.507,1.7523,0.0904,22
27.3569,1.2667,1.4775,1.691,0.9735,-0.3595,1.4895,1.8711,0.1356,24
27.4569,1.2984,1.4846,1.4275,0.932,-0.437,1.471,1.9567,0.1456,25
27.5569,1.3572,1.4574,1.5809,0.8885,-0.51,1.4505,2.0267,0.0825,24
27.6569,1.3842,1.4391,1.4816,0.843,-0.583,1.429,2.094,0.095,27
27.7569,1.3734,1.4911,1.4944,0.789,-0.663,1.4025,2.2339,0.089,30
27.8569,1.4065,1.4647,1.6198,0.732,-0.743,1.375,2.3214,0.0573,29
27.9569,1.452,1.4876,1.5977,0.679,-0.813,1.347,2.4399,0.0409,25
28.0569,1.4896,1.5151,1.4477,0.625,-0.879,1.32,2.5486,0.0928,29
28.1569,1.5091,1.5403,1.6847,0.572,-0.945,1.292,2.685,0.0561,25
28.2569,1.4435,1.4606,1.6414,0.516,-1.011,1.265,2.6666,0.0687,31
28.3569,1.4877,1.4604,1.7747,0.461,-1.072,1.237,2.785,0.1235,23
28.4569,1.4363,1.4008,1.4454,0.413,-1.1205,1.2155,2.7307,0.1465,22
28.5569,1.4182,1.3699,1.4135,0.36,-1.171,1.189,2.7616,0.1427,27
28.6569,1.5421,1.5131,1.6867,0.308,-1.218,1.164,3.0422,0.1756,21
28.7569,1.3075,1.2803,1.4837,0.264,-1.255,1.143,2.7627,0.1745,19
28.8569,1.5567,1.359,1.6624,0.216,-1.293,1.1205,3.0207,0.0506,24
28.9569,1.5696,1.3352,1.7582,0.156,-1.336,1.093,3.0945,0.0458,30
29.0569,1.608,1.3291,1.756,0.0945,-1.3745,1.0655,3.1744,0.0634,24
29.1569,1.5319,1.3576,1.734,0.0375,-1.4055,1.0405,3.217,0.1972,24
29.2569,1.6068,1.2199,1.7549,-0.02,-1.432,1.018,3.1972,0.0622,27
29.3569,1.6073,1.2058,1.8523,-0.0785,-1.454,0.9935,3.264,0.0534,24
29.4569,1.56,1.1183,1.7249,-0.129,-1.4705,0.9755,3.1806,0.0833,20
29.5569,1.6021,1.0821,1.8026,-0.183,-1.484,0.956,3.2385,0.0607,25
29.6569,1.5471,1.093,1.9192,-0.237,-1.495,0.9365,3.2934,0.1456,22
29.7569,1.5489,1.0764,1.8644,-0.284,-1.501,0.921,3.3004,0.0544,19
29.8569,1.3872,0.7677,1.2617,-0.335,-1.505,0.904,2.8739,0.2287,26
29.9569,1.4001,0.9602,1.8055,-0.387,-1.505,0.886,3.1806,0.1452,21
30.0569,1.3841,0.7512,1.7438,-0.4365,-1.501,0.8705,3.0248,0.1915,24
30.1569,1.2293,0.7155,1.5504,-0.483,-1.496,0.856,2.8818,0.1718,19
30.2569,1.409,0.6852,1.3704,-0.533,-1.489,0.843,2.9625,0.1676,27
30.3569,1.3447,0.6566,1.6781,-0.587,-1.481,0.831,3.0031,0.1607,23
